Year_Month,Card_type,Travel_Mode,Trip,DATE
Jun-19,Senior/Pensioner,Bus,3942952,1/06/2019
Jun-19,Adult,Ferry,756440,1/06/2019
Jun-19,CTP,Ferry,55609,1/06/2019
Jun-19,Child/Youth,Ferry,101453,1/06/2019
Jun-19,Concession,Ferry,23397,1/06/2019
Jun-19,Day Pass Child/Youth w/o SAF,Ferry,80,1/06/2019
Jun-19,Day Pass without SAF,Ferry,8,1/06/2019
Jun-19,Employee,Ferry,4698,1/06/2019
Jun-19,Free Travel,Ferry,2020,1/06/2019
Jun-19,School Student,Ferry,2963,1/06/2019
Jun-19,Senior/Pensioner,Ferry,178127,1/06/2019
Jun-19,Sgl Trip Ferry Adult,Ferry,32282,1/06/2019
Jun-19,Sgl Trip Ferry Child/Youth,Ferry,9985,1/06/2019
Jun-19,Adult,Light Rail,640884,1/06/2019
Jun-19,CTP,Light Rail,35044,1/06/2019
Jun-19,Child/Youth,Light Rail,48131,1/06/2019
Jun-19,Concession,Light Rail,35869,1/06/2019
Jun-19,Day Pass without SAF,Light Rail,11,1/06/2019
Jun-19,Employee,Light Rail,1647,1/06/2019
Jun-19,Free Travel,Light Rail,1098,1/06/2019
Jun-19,School Student,Light Rail,8583,1/06/2019
Jun-19,Senior/Pensioner,Light Rail,161787,1/06/2019
Jun-19,Sgl Trip LR Adult,Light Rail,2841,1/06/2019
Jun-19,Sgl Trip LR Child/Youth,Light Rail,785,1/06/2019
Jun-19,Adult,Metro,1144461,1/06/2019
Jun-19,CTP,Metro,34882,1/06/2019
Jun-19,Child/Youth,Metro,112236,1/06/2019
Jun-19,Concession,Metro,145218,1/06/2019
Jun-19,Day Pass without SAF,Metro,6,1/06/2019
Jun-19,Employee,Metro,10974,1/06/2019
Jun-19,Free Travel,Metro,2296,1/06/2019
Jun-19,School Student,Metro,92249,1/06/2019
Jun-19,Senior/Pensioner,Metro,143843,1/06/2019
Jun-19,Sgl Trip Rail Adult,Metro,12588,1/06/2019
Jun-19,Sgl Trip Rail Child/Youth,Metro,7851,1/06/2019
Jun-19,Adult,Train,23861758,1/06/2019
Jun-19,CTP,Train,867911,1/06/2019
Jun-19,Child/Youth,Train,1044267,1/06/2019
Jun-19,Concession,Train,1808606,1/06/2019
Jun-19,Day Pass Child/Youth w/o SAF,Train,17,1/06/2019
Jun-19,Day Pass without SAF,Train,671,1/06/2019
Jun-19,Employee,Train,326446,1/06/2019
Jun-19,Free Travel,Train,32272,1/06/2019
Jun-19,School Student,Train,1090865,1/06/2019
Jun-19,Senior/Pensioner,Train,2807164,1/06/2019
Jun-19,Sgl Trip Rail Adult,Train,218974,1/06/2019
Jun-19,Sgl Trip Rail Child/Youth,Train,53349,1/06/2019
Jul-19,Adult,Bus,15823165,1/07/2019
Jul-19,Adult Single Bus Trip 1,Bus,87764,1/07/2019
Jul-19,Adult Single Bus Trip 2,Bus,46970,1/07/2019
Jul-19,Adult Single Bus Trip 3,Bus,11597,1/07/2019
Jul-19,Child/Youth,Bus,1578565,1/07/2019
Jul-19,Child/Youth Single Bus Trip 1,Bus,29117,1/07/2019
Jul-19,Child/Youth Single Bus Trip 2,Bus,21315,1/07/2019
Jul-19,Child/Youth Single Bus Trip 3,Bus,5469,1/07/2019
Jul-19,Concession,Bus,1578007,1/07/2019
Jul-19,Day Pass Child/Youth w/o SAF,Bus,61,1/07/2019
Jul-19,Day Pass without SAF,Bus,900,1/07/2019
Jul-19,Employee,Bus,95618,1/07/2019
Jul-19,Free Travel,Bus,42759,1/07/2019
Jul-19,On Demand,Bus,22584,1/07/2019
Jul-19,School Student,Bus,1644170,1/07/2019
Jul-19,Senior/Pensioner,Bus,4334952,1/07/2019
Jul-19,Adult,Ferry,790593,1/07/2019
Jul-19,CTP,Ferry,50349,1/07/2019
Jul-19,Child/Youth,Ferry,148948,1/07/2019
Jul-19,Concession,Ferry,22642,1/07/2019
Jul-19,Day Pass Child/Youth w/o SAF,Ferry,83,1/07/2019
Jul-19,Day Pass without SAF,Ferry,10,1/07/2019
Jul-19,Employee,Ferry,4647,1/07/2019
Jul-19,Free Travel,Ferry,1954,1/07/2019
Jul-19,School Student,Ferry,1752,1/07/2019
Jul-19,Senior/Pensioner,Ferry,185699,1/07/2019
Jul-19,Sgl Trip Ferry Adult,Ferry,35865,1/07/2019
Jul-19,Sgl Trip Ferry Child/Youth,Ferry,15817,1/07/2019
Jul-19,Adult,Light Rail,669127,1/07/2019
Jul-19,CTP,Light Rail,37082,1/07/2019
Jul-19,Child/Youth,Light Rail,65526,1/07/2019
Jul-19,Concession,Light Rail,33597,1/07/2019
Jul-19,Day Pass without SAF,Light Rail,20,1/07/2019
Jul-19,Employee,Light Rail,1502,1/07/2019
Jul-19,Free Travel,Light Rail,1291,1/07/2019
Jul-19,School Student,Light Rail,4780,1/07/2019
Jul-19,Senior/Pensioner,Light Rail,169509,1/07/2019
Jul-19,Sgl Trip LR Adult,Light Rail,2885,1/07/2019
Jul-19,Sgl Trip LR Child/Youth,Light Rail,1653,1/07/2019
Jul-19,Adult,Metro,1390001,1/07/2019
Jul-19,CTP,Metro,36923,1/07/2019
Jul-19,Child/Youth,Metro,164783,1/07/2019
Jul-19,Concession,Metro,134159,1/07/2019
Jul-19,Day Pass Child/Youth w/o SAF,Metro,1,1/07/2019
Jul-19,Day Pass without SAF,Metro,22,1/07/2019
Jul-19,Employee,Metro,10328,1/07/2019
Jul-19,Free Travel,Metro,2159,1/07/2019
Jul-19,School Student,Metro,45109,1/07/2019
Jul-19,Senior/Pensioner,Metro,155990,1/07/2019
Jul-19,Sgl Trip Rail Adult,Metro,10958,1/07/2019
Jul-19,Sgl Trip Rail Child/Youth,Metro,8387,1/07/2019
Jul-19,Adult,Train,25768860,1/07/2019
Jul-19,CTP,Train,890275,1/07/2019
Jul-19,Child/Youth,Train,1380506,1/07/2019
Jul-19,Concession,Train,1800701,1/07/2019
Jul-19,Day Pass Child/Youth w/o SAF,Train,27,1/07/2019
Jul-19,Day Pass without SAF,Train,797,1/07/2019
Jul-19,Employee,Train,351847,1/07/2019
Jul-19,Free Travel,Train,35294,1/07/2019
Jul-19,School Student,Train,646026,1/07/2019
Jul-19,Senior/Pensioner,Train,2993919,1/07/2019
Jul-19,Sgl Trip Rail Adult,Train,212479,1/07/2019
Jul-19,Sgl Trip Rail Child/Youth,Train,67391,1/07/2019
Aug-19,Adult,Bus,15900861,1/08/2019
Aug-19,Adult Single Bus Trip 1,Bus,79217,1/08/2019
Aug-19,Adult Single Bus Trip 2,Bus,40983,1/08/2019
Aug-19,Adult Single Bus Trip 3,Bus,10600,1/08/2019
Aug-19,CTP,Bus,45975,1/08/2019
Aug-19,Child/Youth,Bus,1260371,1/08/2019
Aug-19,Child/Youth Single Bus Trip 1,Bus,19594,1/08/2019
Aug-19,Child/Youth Single Bus Trip 2,Bus,12843,1/08/2019
Aug-19,Child/Youth Single Bus Trip 3,Bus,3384,1/08/2019
Aug-19,Concession,Bus,1914213,1/08/2019
Aug-19,Day Pass Child/Youth w/o SAF,Bus,113,1/08/2019
Aug-19,Day Pass without SAF,Bus,905,1/08/2019
Aug-19,Employee,Bus,94889,1/08/2019
Aug-19,Free Travel,Bus,42665,1/08/2019
Aug-19,On Demand,Bus,23135,1/08/2019
Aug-19,School Student,Bus,3182243,1/08/2019
Aug-19,Senior/Pensioner,Bus,4320530,1/08/2019
Aug-19,Adult,Ferry,724780,1/08/2019
Aug-19,CTP,Ferry,58355,1/08/2019
Aug-19,Child/Youth,Ferry,80831,1/08/2019
Aug-19,Concession,Ferry,22873,1/08/2019
Aug-19,Day Pass Child/Youth w/o SAF,Ferry,349,1/08/2019
Aug-19,Day Pass without SAF,Ferry,28,1/08/2019
Aug-19,Employee,Ferry,3847,1/08/2019
Aug-19,Free Travel,Ferry,1954,1/08/2019
Aug-19,School Student,Ferry,3467,1/08/2019
Aug-19,Senior/Pensioner,Ferry,168724,1/08/2019
Aug-19,Sgl Trip Ferry Adult,Ferry,31988,1/08/2019
Aug-19,Sgl Trip Ferry Child/Youth,Ferry,8804,1/08/2019
Aug-19,Adult,Light Rail,673022,1/08/2019
Aug-19,CTP,Light Rail,43751,1/08/2019
Aug-19,Child/Youth,Light Rail,45254,1/08/2019
Aug-19,Concession,Light Rail,41982,1/08/2019
Aug-19,Day Pass without SAF,Light Rail,15,1/08/2019
Aug-19,Employee,Light Rail,1651,1/08/2019
Aug-19,Free Travel,Light Rail,1325,1/08/2019
Aug-19,School Student,Light Rail,10457,1/08/2019
Aug-19,Senior/Pensioner,Light Rail,168039,1/08/2019
Aug-19,Sgl Trip LR Adult,Light Rail,2823,1/08/2019
Aug-19,Sgl Trip LR Child/Youth,Light Rail,727,1/08/2019
Aug-19,Adult,Metro,1437608.153,1/08/2019
Aug-19,CTP,Metro,56587.36919,1/08/2019
Aug-19,Child/Youth,Metro,85909.3975,1/08/2019
Aug-19,Concession,Metro,251912.4727,1/08/2019
Aug-19,Day Pass Child/Youth w/o SAF,Metro,2,1/08/2019
Aug-19,Day Pass without SAF,Metro,11.28536,1/08/2019
Aug-19,Employee,Metro,9626.619657,1/08/2019
Aug-19,Free Travel,Metro,1974.199695,1/08/2019
Aug-19,School Student,Metro,93320.3306,1/08/2019
Aug-19,Senior/Pensioner,Metro,135069.6246,1/08/2019
Aug-19,Sgl Trip Rail Adult,Metro,8621.263354,1/08/2019
Aug-19,Sgl Trip Rail Child/Youth,Metro,3949.219067,1/08/2019
Aug-19,Adult,Train,25583771,1/08/2019
Aug-19,CTP,Train,1113001,1/08/2019
Aug-19,Child/Youth,Train,948560,1/08/2019
Aug-19,Concession,Train,2374111,1/08/2019
Aug-19,Day Pass Child/Youth w/o SAF,Train,33,1/08/2019
Aug-19,Day Pass without SAF,Train,939,1/08/2019
Aug-19,Employee,Train,349886,1/08/2019
Aug-19,Free Travel,Train,35716,1/08/2019
Aug-19,School Student,Train,1273508,1/08/2019
Aug-19,Senior/Pensioner,Train,2993017,1/08/2019
Aug-19,Sgl Trip Rail Adult,Train,210421,1/08/2019
Aug-19,Sgl Trip Rail Child/Youth,Train,44548,1/08/2019
Sep-19,Adult,Bus,15217496,1/09/2019
Sep-19,Adult Single Bus Trip 1,Bus,69894,1/09/2019
Sep-19,Adult Single Bus Trip 2,Bus,35769,1/09/2019
Sep-19,Adult Single Bus Trip 3,Bus,8661,1/09/2019
Sep-19,CTP,Bus,286305,1/09/2019
Sep-19,Child/Youth,Bus,1230301,1/09/2019
Sep-19,Child/Youth Single Bus Trip 1,Bus,18939,1/09/2019
Sep-19,Child/Youth Single Bus Trip 2,Bus,12737,1/09/2019
Sep-19,Child/Youth Single Bus Trip 3,Bus,3586,1/09/2019
Sep-19,Concession,Bus,1651851,1/09/2019
Sep-19,Day Pass Child/Youth w/o SAF,Bus,64,1/09/2019
Sep-19,Day Pass without SAF,Bus,965,1/09/2019
Sep-19,Employee,Bus,91530,1/09/2019
Sep-19,Free Travel,Bus,39795,1/09/2019
Sep-19,On Demand,Bus,23624,1/09/2019
Sep-19,School Student,Bus,2788612,1/09/2019
Sep-19,Senior/Pensioner,Bus,4146158,1/09/2019
Sep-19,Adult,Ferry,748378,1/09/2019
Sep-19,CTP,Ferry,81461,1/09/2019
Sep-19,Child/Youth,Ferry,83066,1/09/2019
Sep-19,Concession,Ferry,23149,1/09/2019
Sep-19,Day Pass Child/Youth w/o SAF,Ferry,273,1/09/2019
Sep-19,Day Pass without SAF,Ferry,35,1/09/2019
Sep-19,Employee,Ferry,4019,1/09/2019
Sep-19,Free Travel,Ferry,2031,1/09/2019
Sep-19,School Student,Ferry,2959,1/09/2019
Sep-19,Senior/Pensioner,Ferry,173519,1/09/2019
Sep-19,Sgl Trip Ferry Adult,Ferry,29810,1/09/2019
Sep-19,Sgl Trip Ferry Child/Youth,Ferry,7458,1/09/2019
Sep-19,Adult,Light Rail,575721,1/09/2019
Sep-19,CTP,Light Rail,47200,1/09/2019
Sep-19,Child/Youth,Light Rail,36991,1/09/2019
Sep-19,Concession,Light Rail,34294,1/09/2019
Sep-19,Day Pass Child/Youth w/o SAF,Light Rail,67,1/09/2019
Sep-19,Day Pass without SAF,Light Rail,32,1/09/2019
Sep-19,Employee,Light Rail,1354,1/09/2019
Sep-19,Free Travel,Light Rail,1094,1/09/2019
Sep-19,School Student,Light Rail,9169,1/09/2019
Sep-19,Senior/Pensioner,Light Rail,148612,1/09/2019
Sep-19,Sgl Trip LR Adult,Light Rail,2291,1/09/2019
Sep-19,Sgl Trip LR Child/Youth,Light Rail,543,1/09/2019
Sep-19,Adult,Metro,1395364,1/09/2019
Sep-19,CTP,Metro,78623,1/09/2019
Sep-19,Child/Youth,Metro,87350,1/09/2019
Sep-19,Concession,Metro,188829,1/09/2019
Sep-19,Day Pass without SAF,Metro,8,1/09/2019
Sep-19,Employee,Metro,9631,1/09/2019
Sep-19,Free Travel,Metro,1872,1/09/2019
Sep-19,School Student,Metro,88990,1/09/2019
Sep-19,Senior/Pensioner,Metro,127687,1/09/2019
Sep-19,Sgl Trip Rail Adult,Metro,7742,1/09/2019
Sep-19,Sgl Trip Rail Child/Youth,Metro,3881,1/09/2019
Sep-19,Adult,Train,24439462,1/09/2019
Sep-19,CTP,Train,1419949,1/09/2019
Sep-19,Child/Youth,Train,958683,1/09/2019
Sep-19,Concession,Train,2030930,1/09/2019
Sep-19,Day Pass Child/Youth w/o SAF,Train,180,1/09/2019
Sep-19,Day Pass without SAF,Train,835,1/09/2019
Sep-19,Employee,Train,335156,1/09/2019
Sep-19,Free Travel,Train,34036,1/09/2019
Sep-19,School Student,Train,1156754,1/09/2019
Sep-19,Senior/Pensioner,Train,2906578,1/09/2019
Sep-19,Sgl Trip Rail Adult,Train,193064,1/09/2019
Sep-19,Sgl Trip Rail Child/Youth,Train,42711,1/09/2019
Oct-19,Adult,Bus,15278827,1/10/2019
Oct-19,Adult Single Bus Trip 1,Bus,68763,1/10/2019
Oct-19,Adult Single Bus Trip 2,Bus,35689,1/10/2019
Oct-19,Adult Single Bus Trip 3,Bus,8464,1/10/2019
Oct-19,CTP,Bus,1367495,1/10/2019
Oct-19,Child/Youth,Bus,1503845,1/10/2019
Oct-19,Child/Youth Single Bus Trip 1,Bus,23363,1/10/2019
Oct-19,Child/Youth Single Bus Trip 2,Bus,16736,1/10/2019
Oct-19,Child/Youth Single Bus Trip 3,Bus,4514,1/10/2019
Oct-19,Concession,Bus,1789622,1/10/2019
Oct-19,Day Pass Child/Youth w/o SAF,Bus,94,1/10/2019
Oct-19,Day Pass without SAF,Bus,1091,1/10/2019
Oct-19,Employee,Bus,96225,1/10/2019
Oct-19,Free Travel,Bus,42777,1/10/2019
Oct-19,On Demand,Bus,25895,1/10/2019
Oct-19,School Student,Bus,1933260,1/10/2019
Oct-19,Senior/Pensioner,Bus,4467434,1/10/2019
Oct-19,Adult,Ferry,782712,1/10/2019
Oct-19,CTP,Ferry,144705,1/10/2019
Oct-19,Child/Youth,Ferry,121078,1/10/2019
Oct-19,Concession,Ferry,23124,1/10/2019
Oct-19,Day Pass Child/Youth w/o SAF,Ferry,528,1/10/2019
Oct-19,Day Pass without SAF,Ferry,76,1/10/2019
Oct-19,Employee,Ferry,5071,1/10/2019
Oct-19,Free Travel,Ferry,2311,1/10/2019
Oct-19,School Student,Ferry,2381,1/10/2019
Oct-19,Senior/Pensioner,Ferry,211866,1/10/2019
Oct-19,Sgl Trip Ferry Adult,Ferry,36475,1/10/2019
Oct-19,Sgl Trip Ferry Child/Youth,Ferry,10120,1/10/2019
Oct-19,Adult,Light Rail,631702,1/10/2019
Oct-19,CTP,Light Rail,82384,1/10/2019
Oct-19,Child/Youth,Light Rail,56750,1/10/2019
Oct-19,Concession,Light Rail,36384,1/10/2019
Oct-19,Day Pass Child/Youth w/o SAF,Light Rail,13,1/10/2019
Oct-19,Day Pass without SAF,Light Rail,20,1/10/2019
Oct-19,Employee,Light Rail,1756,1/10/2019
Oct-19,Free Travel,Light Rail,1323,1/10/2019
Oct-19,School Student,Light Rail,6472,1/10/2019
Oct-19,Senior/Pensioner,Light Rail,178727,1/10/2019
Oct-19,Sgl Trip LR Adult,Light Rail,2286,1/10/2019
Oct-19,Sgl Trip LR Child/Youth,Light Rail,848,1/10/2019
Oct-19,Adult,Metro,1461547.869,1/10/2019
Oct-19,CTP,Metro,148911.5375,1/10/2019
Oct-19,Child/Youth,Metro,139949.1529,1/10/2019
Oct-19,Concession,Metro,234295.3295,1/10/2019
Oct-19,Day Pass without SAF,Metro,11.993033,1/10/2019
Oct-19,Employee,Metro,9796.150491,1/10/2019
Oct-19,Free Travel,Metro,1993.975411,1/10/2019
Oct-19,School Student,Metro,58308.79011,1/10/2019
Oct-19,Senior/Pensioner,Metro,139063.8281,1/10/2019
Oct-19,Sgl Trip Rail Adult,Metro,7918.73612,1/10/2019
Oct-19,Sgl Trip Rail Child/Youth,Metro,5121.971302,1/10/2019
Oct-19,Adult,Train,24651070,1/10/2019
Oct-19,CTP,Train,2485677,1/10/2019
Oct-19,Child/Youth,Train,1238755,1/10/2019
Oct-19,Concession,Train,2075291,1/10/2019
Oct-19,Day Pass Child/Youth w/o SAF,Train,258,1/10/2019
Oct-19,Day Pass without SAF,Train,895,1/10/2019
Oct-19,Employee,Train,353157,1/10/2019
Oct-19,Free Travel,Train,36726,1/10/2019
Oct-19,School Student,Train,771963,1/10/2019
Oct-19,Senior/Pensioner,Train,3130129,1/10/2019
Oct-19,Sgl Trip Rail Adult,Train,201464,1/10/2019
Oct-19,Sgl Trip Rail Child/Youth,Train,53099,1/10/2019
Nov-19,Adult,Bus,14719303,1/11/2019
Nov-19,Adult Single Bus Trip 1,Bus,52753,1/11/2019
Nov-19,Adult Single Bus Trip 2,Bus,27310,1/11/2019
Nov-19,Adult Single Bus Trip 3,Bus,7189,1/11/2019
Nov-19,CTP,Bus,2036680,1/11/2019
Nov-19,Child/Youth,Bus,1273847,1/11/2019
Nov-19,Child/Youth Single Bus Trip 1,Bus,14456,1/11/2019
Nov-19,Child/Youth Single Bus Trip 2,Bus,8991,1/11/2019
Nov-19,Child/Youth Single Bus Trip 3,Bus,2881,1/11/2019
Nov-19,Concession,Bus,1511797,1/11/2019
Nov-19,Day Pass Child/Youth w/o SAF,Bus,81,1/11/2019
Nov-19,Day Pass without SAF,Bus,998,1/11/2019
Nov-19,Employee,Bus,95973,1/11/2019
Nov-19,Free Travel,Bus,42709,1/11/2019
Nov-19,On Demand,Bus,26304,1/11/2019
Nov-19,School Student,Bus,2787603,1/11/2019
Nov-19,Senior/Pensioner,Bus,4444174,1/11/2019
Nov-19,Adult,Ferry,754173,1/11/2019
Nov-19,CTP,Ferry,169582,1/11/2019
Nov-19,Child/Youth,Ferry,73879,1/11/2019
Nov-19,Concession,Ferry,20952,1/11/2019
Nov-19,Day Pass Child/Youth w/o SAF,Ferry,431,1/11/2019
Nov-19,Day Pass without SAF,Ferry,111,1/11/2019
Nov-19,Employee,Ferry,5303,1/11/2019
Nov-19,Free Travel,Ferry,2126,1/11/2019
Nov-19,School Student,Ferry,3425,1/11/2019
Nov-19,Senior/Pensioner,Ferry,194361,1/11/2019
Nov-19,Sgl Trip Ferry Adult,Ferry,36807,1/11/2019
Nov-19,Sgl Trip Ferry Child/Youth,Ferry,5826,1/11/2019
Nov-19,Adult,Light Rail,613974,1/11/2019
Nov-19,CTP,Light Rail,98306,1/11/2019
Nov-19,Child/Youth,Light Rail,46507,1/11/2019
Nov-19,Concession,Light Rail,32785,1/11/2019
Nov-19,Day Pass without SAF,Light Rail,18,1/11/2019
Nov-19,Employee,Light Rail,1751,1/11/2019
Nov-19,Free Travel,Light Rail,1328,1/11/2019
Nov-19,School Student,Light Rail,9377,1/11/2019
Nov-19,Senior/Pensioner,Light Rail,170285,1/11/2019
Nov-19,Sgl Trip LR Adult,Light Rail,1971,1/11/2019
Nov-19,Sgl Trip LR Child/Youth,Light Rail,508,1/11/2019
Nov-19,Adult,Metro,1368787,1/11/2019
Nov-19,CTP,Metro,174479,1/11/2019
Nov-19,Child/Youth,Metro,92154,1/11/2019
Nov-19,Concession,Metro,168049,1/11/2019
Nov-19,Day Pass Child/Youth w/o SAF,Metro,5,1/11/2019
Nov-19,Day Pass without SAF,Metro,17,1/11/2019
Nov-19,Employee,Metro,9411,1/11/2019
Nov-19,Free Travel,Metro,1906,1/11/2019
Nov-19,School Student,Metro,92178,1/11/2019
Nov-19,Senior/Pensioner,Metro,130042,1/11/2019
Nov-19,Sgl Trip Rail Adult,Metro,7271,1/11/2019
Nov-19,Sgl Trip Rail Child/Youth,Metro,3238,1/11/2019
Nov-19,Adult,Train,23606323,1/11/2019
Nov-19,CTP,Train,3041703,1/11/2019
Nov-19,Child/Youth,Train,975672,1/11/2019
Nov-19,Concession,Train,1706591,1/11/2019
Nov-19,Day Pass Child/Youth w/o SAF,Train,429,1/11/2019
Nov-19,Day Pass without SAF,Train,1006,1/11/2019
Nov-19,Employee,Train,350623,1/11/2019
Nov-19,Free Travel,Train,35204,1/11/2019
Nov-19,School Student,Train,1140317,1/11/2019
Nov-19,Senior/Pensioner,Train,3041509,1/11/2019
Nov-19,Sgl Trip Rail Adult,Train,199332,1/11/2019
Nov-19,Sgl Trip Rail Child/Youth,Train,38441,1/11/2019
Dec-19,Adult,Bus,12722252,1/12/2019
Dec-19,Adult Single Bus Trip 1,Bus,51990,1/12/2019
Dec-19,Adult Single Bus Trip 2,Bus,27391,1/12/2019
Dec-19,Adult Single Bus Trip 3,Bus,7586,1/12/2019
Dec-19,CTP,Bus,2232214,1/12/2019
Dec-19,Child/Youth,Bus,1447321,1/12/2019
Dec-19,Child/Youth Single Bus Trip 1,Bus,17165,1/12/2019
Dec-19,Child/Youth Single Bus Trip 2,Bus,13106,1/12/2019
Dec-19,Child/Youth Single Bus Trip 3,Bus,4314,1/12/2019
Dec-19,Concession,Bus,1033031,1/12/2019
Dec-19,Day Pass Child/Youth w/o SAF,Bus,84,1/12/2019
Dec-19,Day Pass without SAF,Bus,850,1/12/2019
Dec-19,Employee,Bus,89096,1/12/2019
Dec-19,Free Travel,Bus,39503,1/12/2019
Dec-19,On Demand,Bus,23818,1/12/2019
Dec-19,School Student,Bus,1307381,1/12/2019
Dec-19,Senior/Pensioner,Bus,4182665,1/12/2019
Dec-19,Adult,Ferry,830422,1/12/2019
Dec-19,CTP,Ferry,216150,1/12/2019
Dec-19,Child/Youth,Ferry,132933,1/12/2019
Dec-19,Concession,Ferry,23086,1/12/2019
Dec-19,Day Pass Child/Youth w/o SAF,Ferry,25,1/12/2019
Dec-19,Day Pass without SAF,Ferry,79,1/12/2019
Dec-19,Employee,Ferry,5047,1/12/2019
Dec-19,Free Travel,Ferry,2168,1/12/2019
Dec-19,School Student,Ferry,2510,1/12/2019
Dec-19,Senior/Pensioner,Ferry,182312,1/12/2019
Dec-19,Sgl Trip Ferry Adult,Ferry,47920,1/12/2019
Dec-19,Sgl Trip Ferry Child/Youth,Ferry,15074,1/12/2019
Dec-19,Adult,Light Rail,1023861,1/12/2019
Dec-19,CTP,Light Rail,203419,1/12/2019
Dec-19,Child/Youth,Light Rail,118039,1/12/2019
Dec-19,Concession,Light Rail,46274,1/12/2019
Dec-19,Day Pass without SAF,Light Rail,16,1/12/2019
Dec-19,Employee,Light Rail,3226,1/12/2019
Dec-19,Free Travel,Light Rail,2233,1/12/2019
Dec-19,School Student,Light Rail,7486,1/12/2019
Dec-19,Senior/Pensioner,Light Rail,268570,1/12/2019
Dec-19,Sgl Trip LR Adult,Light Rail,7585,1/12/2019
Dec-19,Sgl Trip LR Child/Youth,Light Rail,2907,1/12/2019
Dec-19,Adult,Metro,1240804,1/12/2019
Dec-19,CTP,Metro,191824,1/12/2019
Dec-19,Child/Youth,Metro,151506,1/12/2019
Dec-19,Concession,Metro,117858,1/12/2019
Dec-19,Day Pass without SAF,Metro,7,1/12/2019
Dec-19,Employee,Metro,9472,1/12/2019
Dec-19,Free Travel,Metro,1910,1/12/2019
Dec-19,School Student,Metro,51793,1/12/2019
Dec-19,Senior/Pensioner,Metro,140387,1/12/2019
Dec-19,Sgl Trip Rail Adult,Metro,10143,1/12/2019
Dec-19,Sgl Trip Rail Child/Youth,Metro,7114,1/12/2019
Dec-19,Adult,Train,20632690,1/12/2019
Dec-19,CTP,Train,3082829,1/12/2019
Dec-19,Child/Youth,Train,1248962,1/12/2019
Dec-19,Concession,Train,1293890,1/12/2019
Dec-19,Day Pass Child/Youth w/o SAF,Train,103,1/12/2019
Dec-19,Day Pass without SAF,Train,841,1/12/2019
Dec-19,Employee,Train,313184,1/12/2019
Dec-19,Free Travel,Train,30754,1/12/2019
Dec-19,School Student,Train,539145,1/12/2019
Dec-19,Senior/Pensioner,Train,2856582,1/12/2019
Dec-19,Sgl Trip Rail Adult,Train,212735,1/12/2019
Dec-19,Sgl Trip Rail Child/Youth,Train,63435,1/12/2019
Jan-20,Adult,Bus,12404965,1/01/2020
Jan-20,Adult Single Bus Trip 1,Bus,49458,1/01/2020
Jan-20,Adult Single Bus Trip 2,Bus,25989,1/01/2020
Jan-20,Adult Single Bus Trip 3,Bus,7329,1/01/2020
Jan-20,CTP,Bus,2628423,1/01/2020
Jan-20,Child/Youth,Bus,1611069,1/01/2020
Jan-20,Child/Youth Single Bus Trip 1,Bus,18956,1/01/2020
Jan-20,Child/Youth Single Bus Trip 2,Bus,14724,1/01/2020
Jan-20,Child/Youth Single Bus Trip 3,Bus,5103,1/01/2020
Jan-20,Concession,Bus,910944,1/01/2020
Jan-20,Day Pass Child/Youth w/o SAF,Bus,67,1/01/2020
Jan-20,Day Pass without SAF,Bus,908,1/01/2020
Jan-20,Employee,Bus,86718,1/01/2020
Jan-20,Free Travel,Bus,38216,1/01/2020
Jan-20,On Demand,Bus,25607,1/01/2020
Jan-20,School Student,Bus,336070,1/01/2020
Jan-20,Senior/Pensioner,Bus,3965486,1/01/2020
Jan-20,Adult,Ferry,803124,1/01/2020
Jan-20,CTP,Ferry,232669,1/01/2020
Jan-20,Child/Youth,Ferry,180915,1/01/2020
Jan-20,Concession,Ferry,22170,1/01/2020
Jan-20,Day Pass Child/Youth w/o SAF,Ferry,4,1/01/2020
Jan-20,Day Pass without SAF,Ferry,29,1/01/2020
Jan-20,Employee,Ferry,5270,1/01/2020
Jan-20,Free Travel,Ferry,2192,1/01/2020
Jan-20,School Student,Ferry,914,1/01/2020
Jan-20,Senior/Pensioner,Ferry,208272,1/01/2020
Jan-20,Sgl Trip Ferry Adult,Ferry,48444,1/01/2020
Jan-20,Sgl Trip Ferry Child/Youth,Ferry,18322,1/01/2020
Jan-20,Adult,Light Rail,1287340,1/01/2020
Jan-20,CTP,Light Rail,288022,1/01/2020
Jan-20,Child/Youth,Light Rail,185322,1/01/2020
Jan-20,Concession,Light Rail,59744,1/01/2020
Jan-20,Day Pass Child/Youth w/o SAF,Light Rail,2,1/01/2020
Jan-20,Day Pass without SAF,Light Rail,24,1/01/2020
Jan-20,Employee,Light Rail,3301,1/01/2020
Jan-20,Free Travel,Light Rail,2769,1/01/2020
Jan-20,School Student,Light Rail,5056,1/01/2020
Jan-20,Senior/Pensioner,Light Rail,334259,1/01/2020
Jan-20,Sgl Trip LR Adult,Light Rail,10700,1/01/2020
Jan-20,Sgl Trip LR Child/Youth,Light Rail,4367,1/01/2020
Jan-20,Adult,Metro,1222213,1/01/2020
Jan-20,CTP,Metro,198421,1/01/2020
Jan-20,Child/Youth,Metro,173317,1/01/2020
Jan-20,Concession,Metro,108098,1/01/2020
Jan-20,Day Pass Child/Youth w/o SAF,Metro,2,1/01/2020
Jan-20,Day Pass without SAF,Metro,13,1/01/2020
Jan-20,Employee,Metro,8277,1/01/2020
Jan-20,Free Travel,Metro,1600,1/01/2020
