Year_Month,Card_type,Line,Trip
Jun-2025,School Student,T5 Cumberland Line,21433
Jun-2025,School Student,T6 Lidcombe & Bankstown Line,522
Jun-2025,School Student,T7 Olympic Park Line,3764
Jun-2025,School Student,T8 Airport & South Line,82459
Jun-2025,School Student,T9 Northern Line,152536
Jun-2025,School Student,Western NSW,23
Jun-2025,Senior/Pensioner,Bankstown Replacement Buses,3
Jun-2025,Senior/Pensioner,Blue Mountains Line,63815
Jun-2025,Senior/Pensioner,Central Coast & Newcastle Line,153448
Jun-2025,Senior/Pensioner,Hunter Line,11699
Jun-2025,Senior/Pensioner,NSW TrainLink Southern Train Services,0
Jun-2025,Senior/Pensioner,NSW TrainLink Western Train Services,13
Jun-2025,Senior/Pensioner,North Coast NSW,160
Jun-2025,Senior/Pensioner,North West NSW,183
Jun-2025,Senior/Pensioner,South Coast Line,67905
Jun-2025,Senior/Pensioner,Southern Highlands Line,9698
Jun-2025,Senior/Pensioner,Southern NSW,484
Jun-2025,Senior/Pensioner,T1 North Shore Line & T1 Western Line,535860
Jun-2025,Senior/Pensioner,T2 Inner West & Leppington Line & T2 Leppington & Inner West Line,506130
Jun-2025,Senior/Pensioner,T3 Bankstown Line & T3 Liverpool & Inner West Line,98481
Jun-2025,Senior/Pensioner,T4 Eastern Suburbs & Illawarra Line,466810
Jun-2025,Senior/Pensioner,T5 Cumberland Line,69466
Jun-2025,Senior/Pensioner,T6 Lidcombe & Bankstown Line,1827
Jun-2025,Senior/Pensioner,T7 Olympic Park Line,20776
Jun-2025,Senior/Pensioner,T8 Airport & South Line,355712
Jun-2025,Senior/Pensioner,T9 Northern Line,358755
Jun-2025,Senior/Pensioner,Western NSW,92
Jun-2025,Sgl Trip Rail Adult,Blue Mountains Line,1222
Jun-2025,Sgl Trip Rail Adult,Central Coast & Newcastle Line,2545
Jun-2025,Sgl Trip Rail Adult,Hunter Line,124
Jun-2025,Sgl Trip Rail Adult,NSW TrainLink Western Train Services,0
Jun-2025,Sgl Trip Rail Adult,North Coast NSW,2
Jun-2025,Sgl Trip Rail Adult,North West NSW,7
Jun-2025,Sgl Trip Rail Adult,South Coast Line,1198
Jun-2025,Sgl Trip Rail Adult,Southern Highlands Line,86
Jun-2025,Sgl Trip Rail Adult,Southern NSW,3
Jun-2025,Sgl Trip Rail Adult,T1 North Shore Line & T1 Western Line,10095
Jun-2025,Sgl Trip Rail Adult,T2 Inner West & Leppington Line & T2 Leppington & Inner West Line,9993
Jun-2025,Sgl Trip Rail Adult,T3 Bankstown Line & T3 Liverpool & Inner West Line,1804
Jun-2025,Sgl Trip Rail Adult,T4 Eastern Suburbs & Illawarra Line,7628
Jun-2025,Sgl Trip Rail Adult,T5 Cumberland Line,880
Jun-2025,Sgl Trip Rail Adult,T6 Lidcombe & Bankstown Line,11
Jun-2025,Sgl Trip Rail Adult,T7 Olympic Park Line,594
Jun-2025,Sgl Trip Rail Adult,T8 Airport & South Line,33380
Jun-2025,Sgl Trip Rail Adult,T9 Northern Line,3241
Jun-2025,Sgl Trip Rail Adult,Western NSW,2
Jun-2025,Sgl Trip Rail Child/Youth,Blue Mountains Line,1006
Jun-2025,Sgl Trip Rail Child/Youth,Central Coast & Newcastle Line,1855
Jun-2025,Sgl Trip Rail Child/Youth,Hunter Line,91
Jun-2025,Sgl Trip Rail Child/Youth,NSW TrainLink Western Train Services,0
Jun-2025,Sgl Trip Rail Child/Youth,North Coast NSW,0
Jun-2025,Sgl Trip Rail Child/Youth,North West NSW,1
Jun-2025,Sgl Trip Rail Child/Youth,South Coast Line,805
Jun-2025,Sgl Trip Rail Child/Youth,Southern Highlands Line,117
Jun-2025,Sgl Trip Rail Child/Youth,Southern NSW,1
Jun-2025,Sgl Trip Rail Child/Youth,T1 North Shore Line & T1 Western Line,9912
Jun-2025,Sgl Trip Rail Child/Youth,T2 Inner West & Leppington Line & T2 Leppington & Inner West Line,8270
Jun-2025,Sgl Trip Rail Child/Youth,T3 Bankstown Line & T3 Liverpool & Inner West Line,1470
Jun-2025,Sgl Trip Rail Child/Youth,T4 Eastern Suburbs & Illawarra Line,6930
Jun-2025,Sgl Trip Rail Child/Youth,T5 Cumberland Line,910
Jun-2025,Sgl Trip Rail Child/Youth,T6 Lidcombe & Bankstown Line,13
Jun-2025,Sgl Trip Rail Child/Youth,T7 Olympic Park Line,627
Jun-2025,Sgl Trip Rail Child/Youth,T8 Airport & South Line,12271
Jun-2025,Sgl Trip Rail Child/Youth,T9 Northern Line,3584
Jun-2025,Sgl Trip Rail Child/Youth,Western NSW,0
Jun-2025,UNKNOWN,Central Coast & Newcastle Line,9
Jun-2025,UNKNOWN,South Coast Line,0
Jun-2025,UNKNOWN,T1 North Shore Line & T1 Western Line,5
Jun-2025,UNKNOWN,T2 Inner West & Leppington Line & T2 Leppington & Inner West Line,4
Jun-2025,UNKNOWN,T3 Bankstown Line & T3 Liverpool & Inner West Line,2
Jun-2025,UNKNOWN,T4 Eastern Suburbs & Illawarra Line,7
Jun-2025,UNKNOWN,T5 Cumberland Line,1
Jun-2025,UNKNOWN,T7 Olympic Park Line,0
Jun-2025,UNKNOWN,T8 Airport & South Line,3
Jun-2025,UNKNOWN,T9 Northern Line,1
Mar-2024,Adult,Blue Mountains Line,268272
Mar-2024,Adult,Carlingford Replacement Buses,11406
Mar-2024,Adult,Central Coast & Newcastle Line,479589
Mar-2024,Adult,Hunter Line,22742
Mar-2024,Adult,NSW TrainLink Southern Train Services,0
Mar-2024,Adult,NSW TrainLink Western Train Services,0
Mar-2024,Adult,North Coast NSW,548
Mar-2024,Adult,North West NSW,251
Mar-2024,Adult,South Coast Line,280404
Mar-2024,Adult,Southern Highlands Line,16062
Mar-2024,Adult,Southern NSW,722
Mar-2024,Adult,T1 North Shore Line & T1 Western Line,3863431
Mar-2024,Adult,T2 Inner West & Leppington Line,2415732
Mar-2024,Adult,T3 Bankstown Line,1187967
Mar-2024,Adult,T4 Eastern Suburbs & Illawarra Line,2349999
Mar-2024,Adult,T5 Cumberland Line,348455
Mar-2024,Adult,T7 Olympic Park Line,163696
Mar-2024,Adult,T8 Airport & South Line,1905572
Mar-2024,Adult,T9 Northern Line,1494060
Mar-2024,Adult,Western NSW,662
Mar-2024,CTP,Blue Mountains Line,206073
Mar-2024,CTP,Carlingford Replacement Buses,6329
Mar-2024,CTP,Central Coast & Newcastle Line,406180
Mar-2024,CTP,Hunter Line,29127
Mar-2024,CTP,NSW TrainLink Southern Train Services,0
Mar-2024,CTP,NSW TrainLink Western Train Services,0
Mar-2024,CTP,North Coast NSW,685
Mar-2024,CTP,North West NSW,348
Mar-2024,CTP,South Coast Line,283429
Mar-2024,CTP,Southern Highlands Line,15370
Mar-2024,CTP,Southern NSW,741
Mar-2024,CTP,T1 North Shore Line & T1 Western Line,3089036
Mar-2024,CTP,T2 Inner West & Leppington Line,1945357
Mar-2024,CTP,T3 Bankstown Line,960790
Mar-2024,CTP,T4 Eastern Suburbs & Illawarra Line,2389172
Mar-2024,CTP,T5 Cumberland Line,211942
Mar-2024,CTP,T7 Olympic Park Line,191770
Mar-2024,CTP,T8 Airport & South Line,1811642
Mar-2024,CTP,T9 Northern Line,1195446
Mar-2024,CTP,Western NSW,377
Mar-2024,Child/Youth,Blue Mountains Line,16862
Mar-2024,Child/Youth,Carlingford Replacement Buses,885
Mar-2024,Child/Youth,Central Coast & Newcastle Line,34669
Mar-2024,Child/Youth,Hunter Line,2893
Mar-2024,Child/Youth,NSW TrainLink Southern Train Services,0
Mar-2024,Child/Youth,NSW TrainLink Western Train Services,0
Mar-2024,Child/Youth,North Coast NSW,66
Mar-2024,Child/Youth,North West NSW,44
Mar-2024,Child/Youth,South Coast Line,17708
Mar-2024,Child/Youth,Southern Highlands Line,2635
Mar-2024,Child/Youth,Southern NSW,94
Mar-2024,Child/Youth,T1 North Shore Line & T1 Western Line,208908
Mar-2024,Child/Youth,T2 Inner West & Leppington Line,129340
Mar-2024,Child/Youth,T3 Bankstown Line,60756
Mar-2024,Child/Youth,T4 Eastern Suburbs & Illawarra Line,111973
Mar-2024,Child/Youth,T5 Cumberland Line,23769
Mar-2024,Child/Youth,T7 Olympic Park Line,24967
Mar-2024,Child/Youth,T8 Airport & South Line,90941
Mar-2024,Child/Youth,T9 Northern Line,114885
Mar-2024,Child/Youth,Western NSW,10
Mar-2024,Concession,Blue Mountains Line,44812
Mar-2024,Concession,Carlingford Replacement Buses,1620
Mar-2024,Concession,Central Coast & Newcastle Line,108154
Mar-2024,Concession,Hunter Line,7766
Mar-2024,Concession,NSW TrainLink Southern Train Services,0
Mar-2024,Concession,NSW TrainLink Western Train Services,0
Mar-2024,Concession,North Coast NSW,85
Mar-2024,Concession,North West NSW,36
Mar-2024,Concession,South Coast Line,47368
Mar-2024,Concession,Southern Highlands Line,2716
Mar-2024,Concession,Southern NSW,81
Mar-2024,Concession,T1 North Shore Line & T1 Western Line,571883
Mar-2024,Concession,T2 Inner West & Leppington Line,332945
Mar-2024,Concession,T3 Bankstown Line,162469
Mar-2024,Concession,T4 Eastern Suburbs & Illawarra Line,269048
Mar-2024,Concession,T5 Cumberland Line,57490
Mar-2024,Concession,T7 Olympic Park Line,21283
Mar-2024,Concession,T8 Airport & South Line,242978
Mar-2024,Concession,T9 Northern Line,264913
Mar-2024,Concession,Western NSW,51
Mar-2024,Day Pass Child/Youth w/o SAF,Central Coast & Newcastle Line,0
Mar-2024,Day Pass Child/Youth w/o SAF,South Coast Line,49
Mar-2024,Day Pass Child/Youth w/o SAF,T1 North Shore Line & T1 Western Line,51
Mar-2024,Day Pass Child/Youth w/o SAF,T2 Inner West & Leppington Line,1
Mar-2024,Day Pass Child/Youth w/o SAF,T3 Bankstown Line,17
Mar-2024,Day Pass Child/Youth w/o SAF,T4 Eastern Suburbs & Illawarra Line,36
Mar-2024,Day Pass Child/Youth w/o SAF,T8 Airport & South Line,20
Mar-2024,Day Pass Child/Youth w/o SAF,T9 Northern Line,0
Mar-2024,Day Pass without SAF,Blue Mountains Line,75
Mar-2024,Day Pass without SAF,Central Coast & Newcastle Line,93
Mar-2024,Day Pass without SAF,Hunter Line,21
Mar-2024,Day Pass without SAF,North Coast NSW,1
Mar-2024,Day Pass without SAF,North West NSW,0
Mar-2024,Day Pass without SAF,South Coast Line,55
Mar-2024,Day Pass without SAF,Southern Highlands Line,4
Mar-2024,Day Pass without SAF,Southern NSW,0
Mar-2024,Day Pass without SAF,T1 North Shore Line & T1 Western Line,341
Mar-2024,Day Pass without SAF,T2 Inner West & Leppington Line,176
Mar-2024,Day Pass without SAF,T3 Bankstown Line,45
Mar-2024,Day Pass without SAF,T4 Eastern Suburbs & Illawarra Line,177
Mar-2024,Day Pass without SAF,T5 Cumberland Line,59
Mar-2024,Day Pass without SAF,T7 Olympic Park Line,3
Mar-2024,Day Pass without SAF,T8 Airport & South Line,77
Mar-2024,Day Pass without SAF,T9 Northern Line,63
Mar-2024,Day Pass without SAF,Western NSW,0
Mar-2024,Employee,Blue Mountains Line,8962
Mar-2024,Employee,Carlingford Replacement Buses,99
Mar-2024,Employee,Central Coast & Newcastle Line,13147
Mar-2024,Employee,Hunter Line,520
Mar-2024,Employee,NSW TrainLink Southern Train Services,0
Mar-2024,Employee,NSW TrainLink Western Train Services,0
Mar-2024,Employee,North Coast NSW,32
Mar-2024,Employee,North West NSW,10
Mar-2024,Employee,South Coast Line,5651
Mar-2024,Employee,Southern Highlands Line,610
Mar-2024,Employee,Southern NSW,32
Mar-2024,Employee,T1 North Shore Line & T1 Western Line,55227
Mar-2024,Employee,T2 Inner West & Leppington Line,34707
Mar-2024,Employee,T3 Bankstown Line,13320
Mar-2024,Employee,T4 Eastern Suburbs & Illawarra Line,35904
Mar-2024,Employee,T5 Cumberland Line,4522
Mar-2024,Employee,T7 Olympic Park Line,3003
Mar-2024,Employee,T8 Airport & South Line,36135
Mar-2024,Employee,T9 Northern Line,19754
Mar-2024,Employee,Western NSW,16
Mar-2024,Free Travel,Blue Mountains Line,911
Mar-2024,Free Travel,Carlingford Replacement Buses,22
Mar-2024,Free Travel,Central Coast & Newcastle Line,2218
Mar-2024,Free Travel,Hunter Line,181
Mar-2024,Free Travel,NSW TrainLink Southern Train Services,0
Mar-2024,Free Travel,NSW TrainLink Western Train Services,0
Mar-2024,Free Travel,North Coast NSW,1
Mar-2024,Free Travel,North West NSW,3
Mar-2024,Free Travel,South Coast Line,923
Mar-2024,Free Travel,Southern Highlands Line,105
Mar-2024,Free Travel,Southern NSW,5
Mar-2024,Free Travel,T1 North Shore Line & T1 Western Line,6739
Mar-2024,Free Travel,T2 Inner West & Leppington Line,4273
Mar-2024,Free Travel,T3 Bankstown Line,1662
Mar-2024,Free Travel,T4 Eastern Suburbs & Illawarra Line,6172
Mar-2024,Free Travel,T5 Cumberland Line,518
Mar-2024,Free Travel,T7 Olympic Park Line,377
Mar-2024,Free Travel,T8 Airport & South Line,3617
Mar-2024,Free Travel,T9 Northern Line,2585
Mar-2024,Free Travel,Western NSW,2
Mar-2024,School Student,Blue Mountains Line,19703
Mar-2024,School Student,Carlingford Replacement Buses,1284
Mar-2024,School Student,Central Coast & Newcastle Line,55922
Mar-2024,School Student,Hunter Line,3168
Mar-2024,School Student,NSW TrainLink Southern Train Services,0
Mar-2024,School Student,NSW TrainLink Western Train Services,0
Mar-2024,School Student,North Coast NSW,27
Mar-2024,School Student,North West NSW,11
Mar-2024,School Student,South Coast Line,27787
Mar-2024,School Student,Southern Highlands Line,1171
Mar-2024,School Student,Southern NSW,13
Mar-2024,School Student,T1 North Shore Line & T1 Western Line,367309
Mar-2024,School Student,T2 Inner West & Leppington Line,176846
Mar-2024,School Student,T3 Bankstown Line,69420
Mar-2024,School Student,T4 Eastern Suburbs & Illawarra Line,169508
Mar-2024,School Student,T5 Cumberland Line,30985
Mar-2024,School Student,T7 Olympic Park Line,4761
Mar-2024,School Student,T8 Airport & South Line,89213
Mar-2024,School Student,T9 Northern Line,167259
Mar-2024,School Student,Western NSW,14
Mar-2024,Senior/Pensioner,Blue Mountains Line,77382
Mar-2024,Senior/Pensioner,Carlingford Replacement Buses,2931
Mar-2024,Senior/Pensioner,Central Coast & Newcastle Line,168341
Mar-2024,Senior/Pensioner,Hunter Line,13003
Mar-2024,Senior/Pensioner,NSW TrainLink Southern Train Services,0
Mar-2024,Senior/Pensioner,NSW TrainLink Western Train Services,0
Mar-2024,Senior/Pensioner,North Coast NSW,467
Mar-2024,Senior/Pensioner,North West NSW,170
Mar-2024,Senior/Pensioner,South Coast Line,82800
Mar-2024,Senior/Pensioner,Southern Highlands Line,11874
Mar-2024,Senior/Pensioner,Southern NSW,694
Mar-2024,Senior/Pensioner,T1 North Shore Line & T1 Western Line,670822
Mar-2024,Senior/Pensioner,T2 Inner West & Leppington Line,538284
Mar-2024,Senior/Pensioner,T3 Bankstown Line,272984
Mar-2024,Senior/Pensioner,T4 Eastern Suburbs & Illawarra Line,513948
Mar-2024,Senior/Pensioner,T5 Cumberland Line,90961
Mar-2024,Senior/Pensioner,T7 Olympic Park Line,30807
Mar-2024,Senior/Pensioner,T8 Airport & South Line,340676
Mar-2024,Senior/Pensioner,T9 Northern Line,346442
Mar-2024,Senior/Pensioner,Western NSW,88
Mar-2024,Sgl Trip Rail Adult,Blue Mountains Line,1875
Mar-2024,Sgl Trip Rail Adult,Central Coast & Newcastle Line,3898
Mar-2024,Sgl Trip Rail Adult,Hunter Line,173
Mar-2024,Sgl Trip Rail Adult,NSW TrainLink Western Train Services,0
Mar-2024,Sgl Trip Rail Adult,North Coast NSW,12
Mar-2024,Sgl Trip Rail Adult,North West NSW,5
Mar-2024,Sgl Trip Rail Adult,South Coast Line,1952
Mar-2024,Sgl Trip Rail Adult,Southern Highlands Line,145
Mar-2024,Sgl Trip Rail Adult,Southern NSW,1
Mar-2024,Sgl Trip Rail Adult,T1 North Shore Line & T1 Western Line,18167
Mar-2024,Sgl Trip Rail Adult,T2 Inner West & Leppington Line,13491
Mar-2024,Sgl Trip Rail Adult,T3 Bankstown Line,6333
Mar-2024,Sgl Trip Rail Adult,T4 Eastern Suburbs & Illawarra Line,12153
Mar-2024,Sgl Trip Rail Adult,T5 Cumberland Line,1448
Mar-2024,Sgl Trip Rail Adult,T7 Olympic Park Line,782
Mar-2024,Sgl Trip Rail Adult,T8 Airport & South Line,48340
Mar-2024,Sgl Trip Rail Adult,T9 Northern Line,4703
Mar-2024,Sgl Trip Rail Adult,Western NSW,2
Mar-2024,Sgl Trip Rail Child/Youth,Blue Mountains Line,1175
Mar-2024,Sgl Trip Rail Child/Youth,Central Coast & Newcastle Line,1955
Mar-2024,Sgl Trip Rail Child/Youth,Hunter Line,90
Mar-2024,Sgl Trip Rail Child/Youth,NSW TrainLink Western Train Services,0
Mar-2024,Sgl Trip Rail Child/Youth,North Coast NSW,8
Mar-2024,Sgl Trip Rail Child/Youth,North West NSW,1
Mar-2024,Sgl Trip Rail Child/Youth,South Coast Line,880
Mar-2024,Sgl Trip Rail Child/Youth,Southern Highlands Line,119
Mar-2024,Sgl Trip Rail Child/Youth,Southern NSW,2
Mar-2024,Sgl Trip Rail Child/Youth,T1 North Shore Line & T1 Western Line,12363
Mar-2024,Sgl Trip Rail Child/Youth,T2 Inner West & Leppington Line,7390
Mar-2024,Sgl Trip Rail Child/Youth,T3 Bankstown Line,3706
Mar-2024,Sgl Trip Rail Child/Youth,T4 Eastern Suburbs & Illawarra Line,6475
Mar-2024,Sgl Trip Rail Child/Youth,T5 Cumberland Line,1308
Mar-2024,Sgl Trip Rail Child/Youth,T7 Olympic Park Line,820
Mar-2024,Sgl Trip Rail Child/Youth,T8 Airport & South Line,11136
Mar-2024,Sgl Trip Rail Child/Youth,T9 Northern Line,3275
Mar-2024,Sgl Trip Rail Child/Youth,Western NSW,0
Mar-2024,UNKNOWN,Blue Mountains Line,0
Mar-2024,UNKNOWN,Central Coast & Newcastle Line,36
Mar-2024,UNKNOWN,North Coast NSW,0
Mar-2024,UNKNOWN,North West NSW,0
Mar-2024,UNKNOWN,South Coast Line,9
Mar-2024,UNKNOWN,Southern Highlands Line,0
Mar-2024,UNKNOWN,T1 North Shore Line & T1 Western Line,28
Mar-2024,UNKNOWN,T2 Inner West & Leppington Line,83
Mar-2024,UNKNOWN,T3 Bankstown Line,13
Mar-2024,UNKNOWN,T4 Eastern Suburbs & Illawarra Line,14
Mar-2024,UNKNOWN,T5 Cumberland Line,37
Mar-2024,UNKNOWN,T7 Olympic Park Line,2
Mar-2024,UNKNOWN,T8 Airport & South Line,20
Mar-2024,UNKNOWN,T9 Northern Line,23
Mar-2024,UNKNOWN,Western NSW,0
Mar-2025,Adult,Airport replacement buses,1587
Mar-2025,Adult,Bankstown Replacement Buses,11
Mar-2025,Adult,Blue Mountains Line,212483
Mar-2025,Adult,Central Coast & Newcastle Line,387658
Mar-2025,Adult,Hunter Line,22045
Mar-2025,Adult,NSW TrainLink Southern Train Services,0
Mar-2025,Adult,North Coast NSW,529
Mar-2025,Adult,North West NSW,183
Mar-2025,Adult,South Coast Line,229480
Mar-2025,Adult,Southern Highlands Line,11815
Mar-2025,Adult,Southern NSW,449
Mar-2025,Adult,T1 North Shore Line & T1 Western Line,2828395
Mar-2025,Adult,T2 Inner West & Leppington Line & T2 Leppington & Inner West Line,2061472
Mar-2025,Adult,T3 Bankstown Line & T3 Liverpool & Inner West Line,426418
Mar-2025,Adult,T4 Eastern Suburbs & Illawarra Line,2099719
Mar-2025,Adult,T5 Cumberland Line,263512
Mar-2025,Adult,T6 Lidcombe & Bankstown Line,128821
Mar-2025,Adult,T7 Olympic Park Line,67854
Mar-2025,Adult,T8 Airport & South Line,1805984
Mar-2025,Adult,T9 Northern Line,1312675
Mar-2025,Adult,Western NSW,530
Mar-2025,CTP,Airport replacement buses,2946
Mar-2025,CTP,Bankstown Replacement Buses,10
Mar-2025,CTP,Blue Mountains Line,182729
Mar-2025,CTP,Central Coast & Newcastle Line,377808
Mar-2025,CTP,Hunter Line,33357
Mar-2025,CTP,NSW TrainLink Southern Train Services,0
Mar-2025,CTP,North Coast NSW,758
Mar-2025,CTP,North West NSW,345
Mar-2025,CTP,South Coast Line,278647
Mar-2025,CTP,Southern Highlands Line,13963
Mar-2025,CTP,Southern NSW,597
Mar-2025,CTP,T1 North Shore Line & T1 Western Line,2345918
Mar-2025,CTP,T2 Inner West & Leppington Line & T2 Leppington & Inner West Line,1813352
Mar-2025,CTP,T3 Bankstown Line & T3 Liverpool & Inner West Line,380410
Mar-2025,CTP,T4 Eastern Suburbs & Illawarra Line,2492522
Mar-2025,CTP,T5 Cumberland Line,168626
Mar-2025,CTP,T6 Lidcombe & Bankstown Line,24312
Mar-2025,CTP,T7 Olympic Park Line,86242
Mar-2025,CTP,T8 Airport & South Line,1956559
Mar-2025,CTP,T9 Northern Line,1208780
Mar-2025,CTP,Western NSW,489
Mar-2025,Child/Youth,Airport replacement buses,45
Mar-2025,Child/Youth,Blue Mountains Line,11823
Mar-2025,Child/Youth,Central Coast & Newcastle Line,29786
Mar-2025,Child/Youth,Hunter Line,2722
Mar-2025,Child/Youth,NSW TrainLink Southern Train Services,0
Mar-2025,Child/Youth,North Coast NSW,63
Mar-2025,Child/Youth,North West NSW,35
Mar-2025,Child/Youth,South Coast Line,14790
Mar-2025,Child/Youth,Southern Highlands Line,1777
Mar-2025,Child/Youth,Southern NSW,87
Mar-2025,Child/Youth,T1 North Shore Line & T1 Western Line,154979
Mar-2025,Child/Youth,T2 Inner West & Leppington Line & T2 Leppington & Inner West Line,103587
Mar-2025,Child/Youth,T3 Bankstown Line & T3 Liverpool & Inner West Line,21256
Mar-2025,Child/Youth,T4 Eastern Suburbs & Illawarra Line,99175
Mar-2025,Child/Youth,T5 Cumberland Line,12957
Mar-2025,Child/Youth,T6 Lidcombe & Bankstown Line,8707
Mar-2025,Child/Youth,T7 Olympic Park Line,7793
Mar-2025,Child/Youth,T8 Airport & South Line,77999
Mar-2025,Child/Youth,T9 Northern Line,109704
Mar-2025,Child/Youth,Western NSW,10
Mar-2025,Concession,Airport replacement buses,85
Mar-2025,Concession,Bankstown Replacement Buses,3
Mar-2025,Concession,Blue Mountains Line,41109
Mar-2025,Concession,Central Coast & Newcastle Line,83273
Mar-2025,Concession,Hunter Line,8659
Mar-2025,Concession,NSW TrainLink Southern Train Services,0
Mar-2025,Concession,North Coast NSW,82
Mar-2025,Concession,North West NSW,26
Mar-2025,Concession,South Coast Line,46159
Mar-2025,Concession,Southern Highlands Line,2770
Mar-2025,Concession,Southern NSW,77
Mar-2025,Concession,T1 North Shore Line & T1 Western Line,467612
Mar-2025,Concession,T2 Inner West & Leppington Line & T2 Leppington & Inner West Line,330457
Mar-2025,Concession,T3 Bankstown Line & T3 Liverpool & Inner West Line,81458
Mar-2025,Concession,T4 Eastern Suburbs & Illawarra Line,277361
Mar-2025,Concession,T5 Cumberland Line,48713
Mar-2025,Concession,T6 Lidcombe & Bankstown Line,21224
Mar-2025,Concession,T7 Olympic Park Line,8972
Mar-2025,Concession,T8 Airport & South Line,272328
Mar-2025,Concession,T9 Northern Line,246511
Mar-2025,Concession,Western NSW,47
Mar-2025,Day Pass Child/Youth w/o SAF,Blue Mountains Line,3
Mar-2025,Day Pass Child/Youth w/o SAF,T1 North Shore Line & T1 Western Line,182
Mar-2025,Day Pass Child/Youth w/o SAF,T4 Eastern Suburbs & Illawarra Line,20
Mar-2025,Day Pass Child/Youth w/o SAF,T5 Cumberland Line,1
Mar-2025,Day Pass Child/Youth w/o SAF,T7 Olympic Park Line,0
Mar-2025,Day Pass Child/Youth w/o SAF,T8 Airport & South Line,26
Mar-2025,Day Pass Child/Youth w/o SAF,Western NSW,0
Mar-2025,Day Pass without SAF,Blue Mountains Line,62
Mar-2025,Day Pass without SAF,Central Coast & Newcastle Line,74
Mar-2025,Day Pass without SAF,Hunter Line,23
Mar-2025,Day Pass without SAF,North Coast NSW,0
Mar-2025,Day Pass without SAF,North West NSW,0
Mar-2025,Day Pass without SAF,South Coast Line,55
Mar-2025,Day Pass without SAF,Southern Highlands Line,1
Mar-2025,Day Pass without SAF,Southern NSW,1
Mar-2025,Day Pass without SAF,T1 North Shore Line & T1 Western Line,277
Mar-2025,Day Pass without SAF,T2 Inner West & Leppington Line & T2 Leppington & Inner West Line,180
Mar-2025,Day Pass without SAF,T3 Bankstown Line & T3 Liverpool & Inner West Line,40
Mar-2025,Day Pass without SAF,T4 Eastern Suburbs & Illawarra Line,232
Mar-2025,Day Pass without SAF,T5 Cumberland Line,47
Mar-2025,Day Pass without SAF,T6 Lidcombe & Bankstown Line,12
Mar-2025,Day Pass without SAF,T7 Olympic Park Line,2
Mar-2025,Day Pass without SAF,T8 Airport & South Line,77
Mar-2025,Day Pass without SAF,T9 Northern Line,32
Mar-2025,Day Pass without SAF,Western NSW,0
Mar-2025,Employee,Airport replacement buses,8
Mar-2025,Employee,Blue Mountains Line,7647
Mar-2025,Employee,Central Coast & Newcastle Line,11952
Mar-2025,Employee,Hunter Line,561
Mar-2025,Employee,NSW TrainLink Southern Train Services,0
Mar-2025,Employee,North Coast NSW,15
Mar-2025,Employee,North West NSW,10
Mar-2025,Employee,South Coast Line,5016
Mar-2025,Employee,Southern Highlands Line,532
Mar-2025,Employee,Southern NSW,30
Mar-2025,Employee,T1 North Shore Line & T1 Western Line,48875
Mar-2025,Employee,T2 Inner West & Leppington Line & T2 Leppington & Inner West Line,36882
Mar-2025,Employee,T3 Bankstown Line & T3 Liverpool & Inner West Line,6466
Mar-2025,Employee,T4 Eastern Suburbs & Illawarra Line,37602
Mar-2025,Employee,T5 Cumberland Line,3848
Mar-2025,Employee,T6 Lidcombe & Bankstown Line,1455
Mar-2025,Employee,T7 Olympic Park Line,1759
Mar-2025,Employee,T8 Airport & South Line,39971
Mar-2025,Employee,T9 Northern Line,19641
Mar-2025,Employee,Western NSW,13
Mar-2025,Free Travel,Airport replacement buses,1
Mar-2025,Free Travel,Blue Mountains Line,862
Mar-2025,Free Travel,Central Coast & Newcastle Line,2169
Mar-2025,Free Travel,Hunter Line,278
Mar-2025,Free Travel,NSW TrainLink Southern Train Services,0
Mar-2025,Free Travel,North Coast NSW,5
Mar-2025,Free Travel,North West NSW,3
Mar-2025,Free Travel,South Coast Line,815
Mar-2025,Free Travel,Southern Highlands Line,91
Mar-2025,Free Travel,Southern NSW,3
Mar-2025,Free Travel,T1 North Shore Line & T1 Western Line,5795
Mar-2025,Free Travel,T2 Inner West & Leppington Line & T2 Leppington & Inner West Line,3879
Mar-2025,Free Travel,T3 Bankstown Line & T3 Liverpool & Inner West Line,670
Mar-2025,Free Travel,T4 Eastern Suburbs & Illawarra Line,6348
Mar-2025,Free Travel,T5 Cumberland Line,400
Mar-2025,Free Travel,T6 Lidcombe & Bankstown Line,190
Mar-2025,Free Travel,T7 Olympic Park Line,115
Mar-2025,Free Travel,T8 Airport & South Line,3852
Mar-2025,Free Travel,T9 Northern Line,2429
Mar-2025,Free Travel,Western NSW,2
Mar-2025,School Student,Blue Mountains Line,18099
Mar-2025,School Student,Central Coast & Newcastle Line,51104
Mar-2025,School Student,Hunter Line,2899
Mar-2025,School Student,North Coast NSW,19
Mar-2025,School Student,North West NSW,8
Mar-2025,School Student,South Coast Line,25635
Mar-2025,School Student,Southern Highlands Line,1127
Mar-2025,School Student,Southern NSW,17
Mar-2025,School Student,T1 North Shore Line & T1 Western Line,319627
Mar-2025,School Student,T2 Inner West & Leppington Line & T2 Leppington & Inner West Line,163629
Mar-2025,School Student,T3 Bankstown Line & T3 Liverpool & Inner West Line,29607
Mar-2025,School Student,T4 Eastern Suburbs & Illawarra Line,165221
Mar-2025,School Student,T5 Cumberland Line,26345
