Year_Month,Card_type,Line,Trip
Apr-18,School Student,T1 Western Line,69937
Apr-18,Senior/Pensioner,T1 Western Line,321355
Apr-18,Sgl Trip Rail Adult,T1 Western Line,22032
Apr-18,Sgl Trip Rail Child/Youth,T1 Western Line,8650
Apr-18,Adult,T2 Inner West Line,1522022
Apr-18,Child/Youth,T2 Inner West Line,68279
Apr-18,Concession,T2 Inner West Line,120153
Apr-18,Day Pass without SAF,T2 Inner West Line,7
Apr-18,Employee,T2 Inner West Line,15727
Apr-18,Free Travel,T2 Inner West Line,1058
Apr-18,School Student,T2 Inner West Line,23044
Apr-18,Senior/Pensioner,T2 Inner West Line,137282
Apr-18,Sgl Trip Rail Adult,T2 Inner West Line,14137
Apr-18,Sgl Trip Rail Child/Youth,T2 Inner West Line,3538
Apr-18,Adult,T2 Leppington Line,1958926
Apr-18,Child/Youth,T2 Leppington Line,111517
Apr-18,Concession,T2 Leppington Line,222248
Apr-18,Day Pass Child/Youth w/o SAF,T2 Leppington Line,1
Apr-18,Day Pass without SAF,T2 Leppington Line,7
Apr-18,Employee,T2 Leppington Line,22757
Apr-18,Free Travel,T2 Leppington Line,2408
Apr-18,School Student,T2 Leppington Line,36652
Apr-18,Senior/Pensioner,T2 Leppington Line,264020
Apr-18,Sgl Trip Rail Adult,T2 Leppington Line,18406
Apr-18,Sgl Trip Rail Child/Youth,T2 Leppington Line,5967
Apr-18,Adult,T3 Bankstown Line,1837444
Apr-18,Child/Youth,T3 Bankstown Line,110789
Apr-18,Concession,T3 Bankstown Line,190414
Apr-18,Day Pass without SAF,T3 Bankstown Line,2
Apr-18,Employee,T3 Bankstown Line,15035
Apr-18,Free Travel,T3 Bankstown Line,1581
Apr-18,School Student,T3 Bankstown Line,31158
Apr-18,Senior/Pensioner,T3 Bankstown Line,248290
Apr-18,Sgl Trip Rail Adult,T3 Bankstown Line,17748
Apr-18,Sgl Trip Rail Child/Youth,T3 Bankstown Line,5579
Apr-18,Adult,T4 Eastern Suburbs & Illawarra Line,4334778
Apr-18,Child/Youth,T4 Eastern Suburbs & Illawarra Line,214711
Apr-18,Concession,T4 Eastern Suburbs & Illawarra Line,291531
Apr-18,Day Pass without SAF,T4 Eastern Suburbs & Illawarra Line,9
Apr-18,Employee,T4 Eastern Suburbs & Illawarra Line,45825
Apr-18,Free Travel,T4 Eastern Suburbs & Illawarra Line,5942
Apr-18,School Student,T4 Eastern Suburbs & Illawarra Line,67841
Apr-18,Senior/Pensioner,T4 Eastern Suburbs & Illawarra Line,466364
Apr-18,Sgl Trip Rail Adult,T4 Eastern Suburbs & Illawarra Line,40394
Apr-18,Sgl Trip Rail Child/Youth,T4 Eastern Suburbs & Illawarra Line,13179
Apr-18,Adult,T5 Cumberland Line,504958
Apr-18,Child/Youth,T5 Cumberland Line,26412
Apr-18,Concession,T5 Cumberland Line,61181
Apr-18,Employee,T5 Cumberland Line,3748
Apr-18,Free Travel,T5 Cumberland Line,143
Apr-18,School Student,T5 Cumberland Line,11035
Apr-18,Senior/Pensioner,T5 Cumberland Line,63756
Apr-18,Sgl Trip Rail Adult,T5 Cumberland Line,2060
Apr-18,Sgl Trip Rail Child/Youth,T5 Cumberland Line,705
Apr-18,Adult,T6 Carlingford Line,31084
Apr-18,Child/Youth,T6 Carlingford Line,1177
Apr-18,Concession,T6 Carlingford Line,3161
Apr-18,Employee,T6 Carlingford Line,1202
Apr-18,Free Travel,T6 Carlingford Line,14
Apr-18,School Student,T6 Carlingford Line,517
Apr-18,Senior/Pensioner,T6 Carlingford Line,3355
Apr-18,Sgl Trip Rail Adult,T6 Carlingford Line,26
Apr-18,Sgl Trip Rail Child/Youth,T6 Carlingford Line,10
Apr-18,Adult,T7 Olympic Park Line,99771
Apr-18,Child/Youth,T7 Olympic Park Line,6479
Apr-18,Concession,T7 Olympic Park Line,7842
Apr-18,Employee,T7 Olympic Park Line,372
Apr-18,Free Travel,T7 Olympic Park Line,61
Apr-18,School Student,T7 Olympic Park Line,903
Apr-18,Senior/Pensioner,T7 Olympic Park Line,7746
Apr-18,Sgl Trip Rail Adult,T7 Olympic Park Line,1098
Apr-18,Sgl Trip Rail Child/Youth,T7 Olympic Park Line,323
Apr-18,Adult,T8 Airport & South Line,2712914
Apr-18,Child/Youth,T8 Airport & South Line,130665
Apr-18,Concession,T8 Airport & South Line,215044
Apr-18,Day Pass Child/Youth w/o SAF,T8 Airport & South Line,3
Apr-18,Day Pass without SAF,T8 Airport & South Line,16
Apr-18,Employee,T8 Airport & South Line,33926
Apr-18,Free Travel,T8 Airport & South Line,3304
Apr-18,School Student,T8 Airport & South Line,38204
Apr-18,Senior/Pensioner,T8 Airport & South Line,239740
Apr-18,Sgl Trip Rail Adult,T8 Airport & South Line,106326
Apr-18,Sgl Trip Rail Child/Youth,T8 Airport & South Line,15238
May-18,Adult,Blue Mountains Line,657062
May-18,Child/Youth,Blue Mountains Line,28790
May-18,Concession,Blue Mountains Line,75350
May-18,Day Pass Child/Youth w/o SAF,Blue Mountains Line,6
May-18,Day Pass without SAF,Blue Mountains Line,13
May-18,Employee,Blue Mountains Line,13541
May-18,Free Travel,Blue Mountains Line,1216
May-18,School Student,Blue Mountains Line,39184
May-18,Senior/Pensioner,Blue Mountains Line,120418
May-18,Sgl Trip Rail Adult,Blue Mountains Line,6130
May-18,Sgl Trip Rail Child/Youth,Blue Mountains Line,1771
May-18,Adult,Central Coast & Newcastle Line,1257026
May-18,Child/Youth,Central Coast & Newcastle Line,63256
May-18,Concession,Central Coast & Newcastle Line,142217
May-18,Day Pass without SAF,Central Coast & Newcastle Line,17
May-18,Employee,Central Coast & Newcastle Line,25161
May-18,Free Travel,Central Coast & Newcastle Line,2745
May-18,School Student,Central Coast & Newcastle Line,100961
May-18,Senior/Pensioner,Central Coast & Newcastle Line,248510
May-18,Sgl Trip Rail Adult,Central Coast & Newcastle Line,14510
May-18,Sgl Trip Rail Child/Youth,Central Coast & Newcastle Line,3385
May-18,Adult,Hunter Line,45719
May-18,Child/Youth,Hunter Line,5122
May-18,Concession,Hunter Line,18225
May-18,Day Pass without SAF,Hunter Line,9
May-18,Employee,Hunter Line,894
May-18,Free Travel,Hunter Line,229
May-18,School Student,Hunter Line,5827
May-18,Senior/Pensioner,Hunter Line,17982
May-18,Sgl Trip Rail Adult,Hunter Line,953
May-18,Sgl Trip Rail Child/Youth,Hunter Line,532
May-18,Adult,South Coast Line,635318
May-18,Child/Youth,South Coast Line,28543
May-18,Concession,South Coast Line,80513
May-18,Day Pass Child/Youth w/o SAF,South Coast Line,1
May-18,Day Pass without SAF,South Coast Line,5
May-18,Employee,South Coast Line,8313
May-18,Free Travel,South Coast Line,912
May-18,School Student,South Coast Line,35574
May-18,Senior/Pensioner,South Coast Line,113224
May-18,Sgl Trip Rail Adult,South Coast Line,5978
May-18,Sgl Trip Rail Child/Youth,South Coast Line,1360
May-18,Adult,Southern Highlands Line,54674
May-18,Child/Youth,Southern Highlands Line,5542
May-18,Concession,Southern Highlands Line,7545
May-18,Day Pass without SAF,Southern Highlands Line,4
May-18,Employee,Southern Highlands Line,864
May-18,Free Travel,Southern Highlands Line,222
May-18,School Student,Southern Highlands Line,2766
May-18,Senior/Pensioner,Southern Highlands Line,20592
May-18,Sgl Trip Rail Adult,Southern Highlands Line,487
May-18,Sgl Trip Rail Child/Youth,Southern Highlands Line,186
May-18,Adult,T1 North Shore Line,2760329
May-18,Child/Youth,T1 North Shore Line,109504
May-18,Concession,T1 North Shore Line,263241
May-18,Day Pass Child/Youth w/o SAF,T1 North Shore Line,1
May-18,Day Pass without SAF,T1 North Shore Line,1
May-18,Employee,T1 North Shore Line,22023
May-18,Free Travel,T1 North Shore Line,3252
May-18,School Student,T1 North Shore Line,183134
May-18,Senior/Pensioner,T1 North Shore Line,269378
May-18,Sgl Trip Rail Adult,T1 North Shore Line,22557
May-18,Sgl Trip Rail Child/Youth,T1 North Shore Line,4475
May-18,Adult,T1 Northern Line,3744206
May-18,Child/Youth,T1 Northern Line,128952
May-18,Concession,T1 Northern Line,376527
May-18,Day Pass Child/Youth w/o SAF,T1 Northern Line,1
May-18,Day Pass without SAF,T1 Northern Line,5
May-18,Employee,T1 Northern Line,31399
May-18,Free Travel,T1 Northern Line,3096
May-18,School Student,T1 Northern Line,188246
May-18,Senior/Pensioner,T1 Northern Line,320108
May-18,Sgl Trip Rail Adult,T1 Northern Line,27579
May-18,Sgl Trip Rail Child/Youth,T1 Northern Line,5604
May-18,Adult,T1 Western Line,3524368
May-18,Child/Youth,T1 Western Line,117875
May-18,Concession,T1 Western Line,394630
May-18,Day Pass Child/Youth w/o SAF,T1 Western Line,4
May-18,Day Pass without SAF,T1 Western Line,69
May-18,Employee,T1 Western Line,49870
May-18,Free Travel,T1 Western Line,4176
May-18,School Student,T1 Western Line,193635
May-18,Senior/Pensioner,T1 Western Line,376365
May-18,Sgl Trip Rail Adult,T1 Western Line,23222
May-18,Sgl Trip Rail Child/Youth,T1 Western Line,6344
May-18,Adult,T2 Inner West Line,1792329
May-18,Child/Youth,T2 Inner West Line,53703
May-18,Concession,T2 Inner West Line,150024
May-18,Day Pass without SAF,T2 Inner West Line,4
May-18,Employee,T2 Inner West Line,20880
May-18,Free Travel,T2 Inner West Line,1299
May-18,School Student,T2 Inner West Line,60450
May-18,Senior/Pensioner,T2 Inner West Line,159549
May-18,Sgl Trip Rail Adult,T2 Inner West Line,14874
May-18,Sgl Trip Rail Child/Youth,T2 Inner West Line,2760
May-18,Adult,T2 Leppington Line,2266324
May-18,Child/Youth,T2 Leppington Line,82248
May-18,Concession,T2 Leppington Line,277470
May-18,Day Pass Child/Youth w/o SAF,T2 Leppington Line,1
May-18,Day Pass without SAF,T2 Leppington Line,8
May-18,Employee,T2 Leppington Line,29692
May-18,Free Travel,T2 Leppington Line,2736
May-18,School Student,T2 Leppington Line,98496
May-18,Senior/Pensioner,T2 Leppington Line,297463
May-18,Sgl Trip Rail Adult,T2 Leppington Line,18551
May-18,Sgl Trip Rail Child/Youth,T2 Leppington Line,4443
May-18,Adult,T3 Bankstown Line,2046455
May-18,Child/Youth,T3 Bankstown Line,78768
May-18,Concession,T3 Bankstown Line,227385
May-18,Day Pass without SAF,T3 Bankstown Line,5
May-18,Employee,T3 Bankstown Line,17500
May-18,Free Travel,T3 Bankstown Line,1766
May-18,School Student,T3 Bankstown Line,81818
May-18,Senior/Pensioner,T3 Bankstown Line,269395
May-18,Sgl Trip Rail Adult,T3 Bankstown Line,17096
May-18,Sgl Trip Rail Child/Youth,T3 Bankstown Line,4094
May-18,Adult,T4 Eastern Suburbs & Illawarra Line,4943506
May-18,Child/Youth,T4 Eastern Suburbs & Illawarra Line,148274
May-18,Concession,T4 Eastern Suburbs & Illawarra Line,349041
May-18,Day Pass without SAF,T4 Eastern Suburbs & Illawarra Line,25
May-18,Employee,T4 Eastern Suburbs & Illawarra Line,53347
May-18,Free Travel,T4 Eastern Suburbs & Illawarra Line,6725
May-18,School Student,T4 Eastern Suburbs & Illawarra Line,186156
May-18,Senior/Pensioner,T4 Eastern Suburbs & Illawarra Line,520894
May-18,Sgl Trip Rail Adult,T4 Eastern Suburbs & Illawarra Line,41472
May-18,Sgl Trip Rail Child/Youth,T4 Eastern Suburbs & Illawarra Line,9605
May-18,Adult,T5 Cumberland Line,480176
May-18,Child/Youth,T5 Cumberland Line,14284
May-18,Concession,T5 Cumberland Line,60352
May-18,Employee,T5 Cumberland Line,3560
May-18,Free Travel,T5 Cumberland Line,118
May-18,School Student,T5 Cumberland Line,22838
May-18,Senior/Pensioner,T5 Cumberland Line,56799
May-18,Sgl Trip Rail Adult,T5 Cumberland Line,1612
May-18,Sgl Trip Rail Child/Youth,T5 Cumberland Line,313
May-18,Adult,T6 Carlingford Line,37686
May-18,Child/Youth,T6 Carlingford Line,780
May-18,Concession,T6 Carlingford Line,4068
May-18,Employee,T6 Carlingford Line,1579
May-18,Free Travel,T6 Carlingford Line,12
May-18,School Student,T6 Carlingford Line,1383
May-18,Senior/Pensioner,T6 Carlingford Line,4019
May-18,Sgl Trip Rail Adult,T6 Carlingford Line,30
May-18,Sgl Trip Rail Child/Youth,T6 Carlingford Line,6
May-18,Adult,T7 Olympic Park Line,117970
May-18,Child/Youth,T7 Olympic Park Line,5075
May-18,Concession,T7 Olympic Park Line,9409
May-18,Day Pass without SAF,T7 Olympic Park Line,2
May-18,Employee,T7 Olympic Park Line,414
May-18,Free Travel,T7 Olympic Park Line,46
May-18,School Student,T7 Olympic Park Line,3078
May-18,Senior/Pensioner,T7 Olympic Park Line,7640
May-18,Sgl Trip Rail Adult,T7 Olympic Park Line,1074
May-18,Sgl Trip Rail Child/Youth,T7 Olympic Park Line,142
May-18,Adult,T8 Airport & South Line,3198667
May-18,Child/Youth,T8 Airport & South Line,89961
May-18,Concession,T8 Airport & South Line,264248
May-18,Day Pass Child/Youth w/o SAF,T8 Airport & South Line,2
May-18,Day Pass without SAF,T8 Airport & South Line,23
May-18,Employee,T8 Airport & South Line,41087
May-18,Free Travel,T8 Airport & South Line,3701
May-18,School Student,T8 Airport & South Line,101020
May-18,Senior/Pensioner,T8 Airport & South Line,273977
May-18,Sgl Trip Rail Adult,T8 Airport & South Line,114880
May-18,Sgl Trip Rail Child/Youth,T8 Airport & South Line,10343
Jun-18,Adult,Blue Mountains Line,602743
Jun-18,Child/Youth,Blue Mountains Line,34261
Jun-18,Concession,Blue Mountains Line,54728
Jun-18,Day Pass without SAF,Blue Mountains Line,25
Jun-18,Employee,Blue Mountains Line,12570
Jun-18,Free Travel,Blue Mountains Line,1059
Jun-18,School Student,Blue Mountains Line,32610
Jun-18,Senior/Pensioner,Blue Mountains Line,106773
Jun-18,Sgl Trip Rail Adult,Blue Mountains Line,5972
Jun-18,Sgl Trip Rail Child/Youth,Blue Mountains Line,1911
Jun-18,Adult,Central Coast & Newcastle Line,1066756
Jun-18,Child/Youth,Central Coast & Newcastle Line,62204
Jun-18,Concession,Central Coast & Newcastle Line,95651
Jun-18,Day Pass without SAF,Central Coast & Newcastle Line,33
Jun-18,Employee,Central Coast & Newcastle Line,21243
Jun-18,Free Travel,Central Coast & Newcastle Line,2349
Jun-18,School Student,Central Coast & Newcastle Line,81086
Jun-18,Senior/Pensioner,Central Coast & Newcastle Line,209861
Jun-18,Sgl Trip Rail Adult,Central Coast & Newcastle Line,12471
Jun-18,Sgl Trip Rail Child/Youth,Central Coast & Newcastle Line,3055
Jun-18,Adult,Hunter Line,36021
Jun-18,Child/Youth,Hunter Line,3506
Jun-18,Concession,Hunter Line,8630
Jun-18,Day Pass without SAF,Hunter Line,11
Jun-18,Employee,Hunter Line,719
Jun-18,Free Travel,Hunter Line,136
Jun-18,School Student,Hunter Line,4715
Jun-18,Senior/Pensioner,Hunter Line,14531
Jun-18,Sgl Trip Rail Adult,Hunter Line,780
Jun-18,Sgl Trip Rail Child/Youth,Hunter Line,343
Jun-18,Adult,South Coast Line,559426
Jun-18,Child/Youth,South Coast Line,30902
Jun-18,Concession,South Coast Line,49696
Jun-18,Day Pass Child/Youth w/o SAF,South Coast Line,1
Jun-18,Day Pass without SAF,South Coast Line,8
Jun-18,Employee,South Coast Line,7280
Jun-18,Free Travel,South Coast Line,802
Jun-18,School Student,South Coast Line,28126
Jun-18,Senior/Pensioner,South Coast Line,98129
Jun-18,Sgl Trip Rail Adult,South Coast Line,5523
Jun-18,Sgl Trip Rail Child/Youth,South Coast Line,1359
Jun-18,Adult,Southern Highlands Line,50920
Jun-18,Child/Youth,Southern Highlands Line,6464
Jun-18,Concession,Southern Highlands Line,5347
Jun-18,Employee,Southern Highlands Line,781
Jun-18,Free Travel,Southern Highlands Line,198
Jun-18,School Student,Southern Highlands Line,2365
Jun-18,Senior/Pensioner,Southern Highlands Line,18274
Jun-18,Sgl Trip Rail Adult,Southern Highlands Line,501
Jun-18,Sgl Trip Rail Child/Youth,Southern Highlands Line,166
Jun-18,Adult,T1 North Shore Line,2565643
Jun-18,Child/Youth,T1 North Shore Line,133063
Jun-18,Concession,T1 North Shore Line,197525
Jun-18,Day Pass without SAF,T1 North Shore Line,4
Jun-18,Employee,T1 North Shore Line,23116
Jun-18,Free Travel,T1 North Shore Line,3539
Jun-18,School Student,T1 North Shore Line,157760
Jun-18,Senior/Pensioner,T1 North Shore Line,261874
Jun-18,Sgl Trip Rail Adult,T1 North Shore Line,23909
Jun-18,Sgl Trip Rail Child/Youth,T1 North Shore Line,6233
Jun-18,Adult,T1 Northern Line,3335709
Jun-18,Child/Youth,T1 Northern Line,142157
Jun-18,Concession,T1 Northern Line,263344
Jun-18,Day Pass without SAF,T1 Northern Line,5
Jun-18,Employee,T1 Northern Line,28106
Jun-18,Free Travel,T1 Northern Line,2847
Jun-18,School Student,T1 Northern Line,159725
Jun-18,Senior/Pensioner,T1 Northern Line,294726
Jun-18,Sgl Trip Rail Adult,T1 Northern Line,26446
Jun-18,Sgl Trip Rail Child/Youth,T1 Northern Line,6299
Jun-18,Adult,T1 Western Line,3228729
Jun-18,Child/Youth,T1 Western Line,132253
Jun-18,Concession,T1 Western Line,273053
Jun-18,Day Pass without SAF,T1 Western Line,60
Jun-18,Employee,T1 Western Line,46032
Jun-18,Free Travel,T1 Western Line,3731
Jun-18,School Student,T1 Western Line,162308
Jun-18,Senior/Pensioner,T1 Western Line,349376
Jun-18,Sgl Trip Rail Adult,T1 Western Line,22380
Jun-18,Sgl Trip Rail Child/Youth,T1 Western Line,6718
Jun-18,Adult,T2 Inner West Line,1593430
Jun-18,Child/Youth,T2 Inner West Line,56659
Jun-18,Concession,T2 Inner West Line,111283
Jun-18,Day Pass Child/Youth w/o SAF,T2 Inner West Line,1
Jun-18,Day Pass without SAF,T2 Inner West Line,3
Jun-18,Employee,T2 Inner West Line,18162
Jun-18,Free Travel,T2 Inner West Line,1147
Jun-18,School Student,T2 Inner West Line,49635
Jun-18,Senior/Pensioner,T2 Inner West Line,142435
Jun-18,Sgl Trip Rail Adult,T2 Inner West Line,15051
Jun-18,Sgl Trip Rail Child/Youth,T2 Inner West Line,3317
Jun-18,Adult,T2 Leppington Line,2082714
Jun-18,Child/Youth,T2 Leppington Line,95339
Jun-18,Concession,T2 Leppington Line,198434
Jun-18,Day Pass Child/Youth w/o SAF,T2 Leppington Line,1
Jun-18,Day Pass without SAF,T2 Leppington Line,21
Jun-18,Employee,T2 Leppington Line,27374
Jun-18,Free Travel,T2 Leppington Line,2565
Jun-18,School Student,T2 Leppington Line,83783
Jun-18,Senior/Pensioner,T2 Leppington Line,277225
Jun-18,Sgl Trip Rail Adult,T2 Leppington Line,19664
Jun-18,Sgl Trip Rail Child/Youth,T2 Leppington Line,5410
Jun-18,Adult,T3 Bankstown Line,1869787
Jun-18,Child/Youth,T3 Bankstown Line,88031
Jun-18,Concession,T3 Bankstown Line,161606
Jun-18,Day Pass without SAF,T3 Bankstown Line,2
Jun-18,Employee,T3 Bankstown Line,15641
Jun-18,Free Travel,T3 Bankstown Line,1588
Jun-18,School Student,T3 Bankstown Line,68935
Jun-18,Senior/Pensioner,T3 Bankstown Line,244763
Jun-18,Sgl Trip Rail Adult,T3 Bankstown Line,17760
Jun-18,Sgl Trip Rail Child/Youth,T3 Bankstown Line,5104
Jun-18,Adult,T4 Eastern Suburbs & Illawarra Line,4422907
Jun-18,Child/Youth,T4 Eastern Suburbs & Illawarra Line,159993
Jun-18,Concession,T4 Eastern Suburbs & Illawarra Line,258573
Jun-18,Day Pass without SAF,T4 Eastern Suburbs & Illawarra Line,32
Jun-18,Employee,T4 Eastern Suburbs & Illawarra Line,47601
Jun-18,Free Travel,T4 Eastern Suburbs & Illawarra Line,5799
Jun-18,School Student,T4 Eastern Suburbs & Illawarra Line,154573
Jun-18,Senior/Pensioner,T4 Eastern Suburbs & Illawarra Line,467958
Jun-18,Sgl Trip Rail Adult,T4 Eastern Suburbs & Illawarra Line,40228
Jun-18,Sgl Trip Rail Child/Youth,T4 Eastern Suburbs & Illawarra Line,10479
Jun-18,Adult,T5 Cumberland Line,470595
Jun-18,Child/Youth,T5 Cumberland Line,18125
Jun-18,Concession,T5 Cumberland Line,43370
Jun-18,Employee,T5 Cumberland Line,3416
Jun-18,Free Travel,T5 Cumberland Line,107
Jun-18,School Student,T5 Cumberland Line,20504
Jun-18,Senior/Pensioner,T5 Cumberland Line,56519
Jun-18,Sgl Trip Rail Adult,T5 Cumberland Line,1748
Jun-18,Sgl Trip Rail Child/Youth,T5 Cumberland Line,402
Jun-18,Adult,T6 Carlingford Line,33170
Jun-18,Child/Youth,T6 Carlingford Line,718
Jun-18,Concession,T6 Carlingford Line,2486
Jun-18,Day Pass without SAF,T6 Carlingford Line,1
Jun-18,Employee,T6 Carlingford Line,1280
Jun-18,Free Travel,T6 Carlingford Line,2
Jun-18,School Student,T6 Carlingford Line,1150
Jun-18,Senior/Pensioner,T6 Carlingford Line,3623
Jun-18,Sgl Trip Rail Adult,T6 Carlingford Line,61
Jun-18,Sgl Trip Rail Child/Youth,T6 Carlingford Line,9
Jun-18,Adult,T7 Olympic Park Line,114049
Jun-18,Child/Youth,T7 Olympic Park Line,5014
Jun-18,Concession,T7 Olympic Park Line,7103
Jun-18,Day Pass without SAF,T7 Olympic Park Line,1
Jun-18,Employee,T7 Olympic Park Line,370
Jun-18,Free Travel,T7 Olympic Park Line,39
Jun-18,School Student,T7 Olympic Park Line,2291
Jun-18,Senior/Pensioner,T7 Olympic Park Line,7746
Jun-18,Sgl Trip Rail Adult,T7 Olympic Park Line,1493
Jun-18,Sgl Trip Rail Child/Youth,T7 Olympic Park Line,213
Jun-18,Adult,T8 Airport & South Line,2965021
Jun-18,Child/Youth,T8 Airport & South Line,116230
Jun-18,Concession,T8 Airport & South Line,194744
Jun-18,Day Pass without SAF,T8 Airport & South Line,12
Jun-18,Employee,T8 Airport & South Line,37618
Jun-18,Free Travel,T8 Airport & South Line,3228
Jun-18,School Student,T8 Airport & South Line,85302
Jun-18,Senior/Pensioner,T8 Airport & South Line,257857
Jun-18,Sgl Trip Rail Adult,T8 Airport & South Line,110934
Jun-18,Sgl Trip Rail Child/Youth,T8 Airport & South Line,13090
Jul-18,Adult,Blue Mountains Line,624720
Jul-18,Child/Youth,Blue Mountains Line,49026
Jul-18,Concession,Blue Mountains Line,50302
Jul-18,Day Pass Child/Youth w/o SAF,Blue Mountains Line,3
Jul-18,Day Pass without SAF,Blue Mountains Line,28
Jul-18,Employee,Blue Mountains Line,12680
Jul-18,Free Travel,Blue Mountains Line,1158
Jul-18,School Student,Blue Mountains Line,16713
Jul-18,Senior/Pensioner,Blue Mountains Line,108985
Jul-18,Sgl Trip Rail Adult,Blue Mountains Line,5349
Jul-18,Sgl Trip Rail Child/Youth,Blue Mountains Line,2373
Jul-18,Adult,Central Coast & Newcastle Line,1162066
Jul-18,Child/Youth,Central Coast & Newcastle Line,93888
Jul-18,Concession,Central Coast & Newcastle Line,90063
Jul-18,Day Pass without SAF,Central Coast & Newcastle Line,54
Jul-18,Employee,Central Coast & Newcastle Line,23084
Jul-18,Free Travel,Central Coast & Newcastle Line,2528
Jul-18,School Student,Central Coast & Newcastle Line,41524
Jul-18,Senior/Pensioner,Central Coast & Newcastle Line,232651
Jul-18,Sgl Trip Rail Adult,Central Coast & Newcastle Line,12819
Jul-18,Sgl Trip Rail Child/Youth,Central Coast & Newcastle Line,4925
Jul-18,Adult,Hunter Line,41430
Jul-18,Child/Youth,Hunter Line,5443
Jul-18,Concession,Hunter Line,7012
Jul-18,Day Pass without SAF,Hunter Line,12
Jul-18,Employee,Hunter Line,687
Jul-18,Free Travel,Hunter Line,207
Jul-18,School Student,Hunter Line,2307
Jul-18,Senior/Pensioner,Hunter Line,16723
Jul-18,Sgl Trip Rail Adult,Hunter Line,824
Jul-18,Sgl Trip Rail Child/Youth,Hunter Line,654
Jul-18,Adult,South Coast Line,582885
Jul-18,Child/Youth,South Coast Line,45010
Jul-18,Concession,South Coast Line,49609
Jul-18,Day Pass without SAF,South Coast Line,3
Jul-18,Employee,South Coast Line,7183
Jul-18,Free Travel,South Coast Line,914
Jul-18,School Student,South Coast Line,14369
Jul-18,Senior/Pensioner,South Coast Line,101881
Jul-18,Sgl Trip Rail Adult,South Coast Line,5276
Jul-18,Sgl Trip Rail Child/Youth,South Coast Line,1966
Jul-18,Adult,Southern Highlands Line,52973
Jul-18,Child/Youth,Southern Highlands Line,8861
Jul-18,Concession,Southern Highlands Line,4613
Jul-18,Day Pass without SAF,Southern Highlands Line,1
Jul-18,Employee,Southern Highlands Line,714
Jul-18,Free Travel,Southern Highlands Line,177
Jul-18,School Student,Southern Highlands Line,1110
Jul-18,Senior/Pensioner,Southern Highlands Line,18298
Jul-18,Sgl Trip Rail Adult,Southern Highlands Line,452
Jul-18,Sgl Trip Rail Child/Youth,Southern Highlands Line,270
Jul-18,Adult,T1 North Shore Line,2637018
Jul-18,Child/Youth,T1 North Shore Line,176360
Jul-18,Concession,T1 North Shore Line,180740
Jul-18,Day Pass without SAF,T1 North Shore Line,7
Jul-18,Employee,T1 North Shore Line,24834
Jul-18,Free Travel,T1 North Shore Line,4026
Jul-18,School Student,T1 North Shore Line,69762
Jul-18,Senior/Pensioner,T1 North Shore Line,268569
Jul-18,Sgl Trip Rail Adult,T1 North Shore Line,22249
Jul-18,Sgl Trip Rail Child/Youth,T1 North Shore Line,8191
Jul-18,Adult,T1 Northern Line,3442504
Jul-18,Child/Youth,T1 Northern Line,194350
Jul-18,Concession,T1 Northern Line,233320
Jul-18,Day Pass without SAF,T1 Northern Line,8
Jul-18,Employee,T1 Northern Line,28604
Jul-18,Free Travel,T1 Northern Line,2903
Jul-18,School Student,T1 Northern Line,74555
Jul-18,Senior/Pensioner,T1 Northern Line,306166
Jul-18,Sgl Trip Rail Adult,T1 Northern Line,24129
Jul-18,Sgl Trip Rail Child/Youth,T1 Northern Line,7767
Jul-18,Adult,T1 Western Line,3247765
Jul-18,Child/Youth,T1 Western Line,158283
Jul-18,Concession,T1 Western Line,243602
Jul-18,Day Pass Child/Youth w/o SAF,T1 Western Line,6
Jul-18,Day Pass without SAF,T1 Western Line,104
Jul-18,Employee,T1 Western Line,44584
Jul-18,Free Travel,T1 Western Line,3926
Jul-18,School Student,T1 Western Line,83566
Jul-18,Senior/Pensioner,T1 Western Line,346052
Jul-18,Sgl Trip Rail Adult,T1 Western Line,18924
Jul-18,Sgl Trip Rail Child/Youth,T1 Western Line,7181
Jul-18,Adult,T2 Inner West Line,1647308
Jul-18,Child/Youth,T2 Inner West Line,71913
Jul-18,Concession,T2 Inner West Line,102991
Jul-18,Day Pass without SAF,T2 Inner West Line,5
Jul-18,Employee,T2 Inner West Line,18896
Jul-18,Free Travel,T2 Inner West Line,1200
Jul-18,School Student,T2 Inner West Line,25831
Jul-18,Senior/Pensioner,T2 Inner West Line,151584
Jul-18,Sgl Trip Rail Adult,T2 Inner West Line,12892
Jul-18,Sgl Trip Rail Child/Youth,T2 Inner West Line,3552
Jul-18,Adult,T2 Leppington Line,2137077
Jul-18,Child/Youth,T2 Leppington Line,118221
Jul-18,Concession,T2 Leppington Line,179131
Jul-18,Day Pass without SAF,T2 Leppington Line,18
Jul-18,Employee,T2 Leppington Line,25971
Jul-18,Free Travel,T2 Leppington Line,2471
Jul-18,School Student,T2 Leppington Line,43355
Jul-18,Senior/Pensioner,T2 Leppington Line,283349
Jul-18,Sgl Trip Rail Adult,T2 Leppington Line,16000
Jul-18,Sgl Trip Rail Child/Youth,T2 Leppington Line,5478
Jul-18,Adult,T3 Bankstown Line,1908824
Jul-18,Child/Youth,T3 Bankstown Line,112238
Jul-18,Concession,T3 Bankstown Line,149095
Jul-18,Day Pass without SAF,T3 Bankstown Line,4
