Year_Month,Card_type,Line,Trip
Sep-23,CTP,Newcastle Light Rail,1090
Sep-23,Child/Youth,Newcastle Light Rail,24
Sep-23,Concession,Newcastle Light Rail,224
Sep-23,Senior/Pensioner,Newcastle Light Rail,367
Sep-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,12
Sep-23,Employee,Newcastle Light Rail,8
Sep-23,Free Travel,Newcastle Light Rail,4
Sep-23,Sgl Trip LR Adult,Newcastle Light Rail,2
Sep-23,Adult,Newcastle Light Rail,413
Sep-23,CTP,Newcastle Light Rail,617
Sep-23,Child/Youth,Newcastle Light Rail,78
Sep-23,Concession,Newcastle Light Rail,23
Sep-23,Day Pass without SAF,Newcastle Light Rail,1
Sep-23,Employee,Newcastle Light Rail,26
Sep-23,Free Travel,Newcastle Light Rail,13
Sep-23,Sgl Trip LR Adult,Newcastle Light Rail,1
Sep-23,School Student,Newcastle Light Rail,45
Sep-23,Senior/Pensioner,Newcastle Light Rail,693
Sep-23,Adult,Newcastle Light Rail,766
Sep-23,CTP,Newcastle Light Rail,1014
Sep-23,Child/Youth,Newcastle Light Rail,50
Sep-23,Concession,Newcastle Light Rail,258
Sep-23,Sgl Trip LR Adult,Newcastle Light Rail,6
Sep-23,Free Travel,Newcastle Light Rail,3
Sep-23,Employee,Newcastle Light Rail,10
Sep-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,18
Sep-23,Senior/Pensioner,Newcastle Light Rail,677
Sep-23,Concession,Newcastle Light Rail,53
Sep-23,Child/Youth,Newcastle Light Rail,265
Sep-23,CTP,Newcastle Light Rail,1756
Sep-23,Adult,Newcastle Light Rail,914
Sep-23,Employee,Newcastle Light Rail,13
Sep-23,Free Travel,Newcastle Light Rail,13
Sep-23,Sgl Trip LR Adult,Newcastle Light Rail,2
Sep-23,School Student,Newcastle Light Rail,33
Sep-23,Senior/Pensioner,Newcastle Light Rail,564
Sep-23,Adult,Newcastle Light Rail,720
Sep-23,CTP,Newcastle Light Rail,803
Sep-23,Child/Youth,Newcastle Light Rail,40
Sep-23,Concession,Newcastle Light Rail,199
Sep-23,Employee,Newcastle Light Rail,34
Sep-23,Free Travel,Newcastle Light Rail,9
Sep-23,School Student,Newcastle Light Rail,34
Sep-23,Senior/Pensioner,Newcastle Light Rail,602
Sep-23,Adult,Newcastle Light Rail,759
Sep-23,CTP,Newcastle Light Rail,1059
Sep-23,Child/Youth,Newcastle Light Rail,106
Sep-23,Concession,Newcastle Light Rail,210
Sep-23,Sgl Trip LR Adult,Newcastle Light Rail,8
Sep-23,Free Travel,Newcastle Light Rail,15
Sep-23,Employee,Newcastle Light Rail,19
Sep-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,12
Sep-23,Senior/Pensioner,Newcastle Light Rail,872
Sep-23,Senior/Pensioner,Newcastle Light Rail,466
Sep-23,Concession,Newcastle Light Rail,91
Sep-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,3
Sep-23,Child/Youth,Newcastle Light Rail,297
Sep-23,Employee,Newcastle Light Rail,5
Sep-23,CTP,Newcastle Light Rail,1329
Sep-23,Free Travel,Newcastle Light Rail,4
Sep-23,Adult,Newcastle Light Rail,914
Sep-23,Adult,Newcastle Light Rail,504
Sep-23,CTP,Newcastle Light Rail,941
Sep-23,Child/Youth,Newcastle Light Rail,129
Sep-23,Concession,Newcastle Light Rail,55
Sep-23,Day Pass without SAF,Newcastle Light Rail,1
Sep-23,Employee,Newcastle Light Rail,29
Sep-23,Free Travel,Newcastle Light Rail,14
Sep-23,Sgl Trip LR Adult,Newcastle Light Rail,4
Sep-23,School Student,Newcastle Light Rail,39
Sep-23,Senior/Pensioner,Newcastle Light Rail,729
Sep-23,Senior/Pensioner,Newcastle Light Rail,569
Sep-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,6
Sep-23,Adult,Newcastle Light Rail,836
Sep-23,Employee,Newcastle Light Rail,9
Sep-23,CTP,Newcastle Light Rail,1121
Sep-23,Free Travel,Newcastle Light Rail,8
Sep-23,Sgl Trip LR Adult,Newcastle Light Rail,4
Sep-23,Child/Youth,Newcastle Light Rail,112
Sep-23,Adult,Newcastle Light Rail,595
Sep-23,Concession,Newcastle Light Rail,234
Sep-23,CTP,Newcastle Light Rail,1311
Sep-23,Child/Youth,Newcastle Light Rail,175
Sep-23,Concession,Newcastle Light Rail,64
Sep-23,Sgl Trip LR Adult,Newcastle Light Rail,3
Sep-23,Free Travel,Newcastle Light Rail,1
Sep-23,Employee,Newcastle Light Rail,16
Sep-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,10
Sep-23,Senior/Pensioner,Newcastle Light Rail,607
Sep-23,Concession,Newcastle Light Rail,65
Sep-23,Child/Youth,Newcastle Light Rail,275
Sep-23,CTP,Newcastle Light Rail,966
Sep-23,Adult,Newcastle Light Rail,714
Sep-23,Employee,Newcastle Light Rail,13
Sep-23,Free Travel,Newcastle Light Rail,9
Sep-23,Sgl Trip LR Adult,Newcastle Light Rail,3
Sep-23,School Student,Newcastle Light Rail,52
Sep-23,Senior/Pensioner,Newcastle Light Rail,702
Sep-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,2
Sep-23,Adult,Newcastle Light Rail,759
Sep-23,CTP,Newcastle Light Rail,1039
Sep-23,Child/Youth,Newcastle Light Rail,35
Sep-23,Concession,Newcastle Light Rail,205
Sep-23,Sgl Trip LR Adult,Newcastle Light Rail,13
Sep-23,Free Travel,Newcastle Light Rail,11
Sep-23,Employee,Newcastle Light Rail,32
Sep-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,19
Sep-23,Senior/Pensioner,Newcastle Light Rail,821
Sep-23,Concession,Newcastle Light Rail,107
Sep-23,Child/Youth,Newcastle Light Rail,387
Sep-23,CTP,Newcastle Light Rail,1123
Sep-23,Adult,Newcastle Light Rail,931
Sep-23,School Student,Newcastle Light Rail,34
Sep-23,Senior/Pensioner,Newcastle Light Rail,760
Sep-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,2
Sep-23,Employee,Newcastle Light Rail,23
Sep-23,Free Travel,Newcastle Light Rail,19
Sep-23,Sgl Trip LR Adult,Newcastle Light Rail,3
Sep-23,Adult,Newcastle Light Rail,718
Sep-23,CTP,Newcastle Light Rail,1224
Sep-23,Child/Youth,Newcastle Light Rail,88
Sep-23,Concession,Newcastle Light Rail,175
Sep-23,Sgl Trip LR Adult,Newcastle Light Rail,12
Sep-23,Free Travel,Newcastle Light Rail,18
Sep-23,Employee,Newcastle Light Rail,29
Sep-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,22
Sep-23,Senior/Pensioner,Newcastle Light Rail,729
Sep-23,Concession,Newcastle Light Rail,84
Sep-23,Child/Youth,Newcastle Light Rail,420
Sep-23,CTP,Newcastle Light Rail,1089
Sep-23,Adult,Newcastle Light Rail,851
Sep-23,School Student,Newcastle Light Rail,40
Sep-23,Senior/Pensioner,Newcastle Light Rail,586
Sep-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
Sep-23,Employee,Newcastle Light Rail,9
Sep-23,Free Travel,Newcastle Light Rail,10
Sep-23,Sgl Trip LR Adult,Newcastle Light Rail,4
Sep-23,Adult,Newcastle Light Rail,672
Sep-23,CTP,Newcastle Light Rail,982
Sep-23,Child/Youth,Newcastle Light Rail,104
Sep-23,Concession,Newcastle Light Rail,195
Sep-23,School Student,Newcastle Light Rail,35
Sep-23,Senior/Pensioner,Newcastle Light Rail,629
Sep-23,Employee,Newcastle Light Rail,17
Sep-23,Free Travel,Newcastle Light Rail,11
Sep-23,Adult,Newcastle Light Rail,694
Sep-23,CTP,Newcastle Light Rail,1180
Sep-23,Child/Youth,Newcastle Light Rail,33
Sep-23,Concession,Newcastle Light Rail,197
Sep-23,Senior/Pensioner,Newcastle Light Rail,406
Sep-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,10
Sep-23,Employee,Newcastle Light Rail,13
Sep-23,Free Travel,Newcastle Light Rail,6
Sep-23,Sgl Trip LR Adult,Newcastle Light Rail,11
Sep-23,Adult,Newcastle Light Rail,516
Sep-23,CTP,Newcastle Light Rail,990
Sep-23,Child/Youth,Newcastle Light Rail,98
Sep-23,Concession,Newcastle Light Rail,46
Sep-23,Senior/Pensioner,Newcastle Light Rail,397
Sep-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,6
Sep-23,Employee,Newcastle Light Rail,11
Sep-23,Free Travel,Newcastle Light Rail,4
Sep-23,Sgl Trip LR Adult,Newcastle Light Rail,6
Sep-23,Adult,Newcastle Light Rail,414
Sep-23,CTP,Newcastle Light Rail,600
Sep-23,Child/Youth,Newcastle Light Rail,106
Sep-23,Concession,Newcastle Light Rail,27
Sep-23,Senior/Pensioner,Newcastle Light Rail,647
Sep-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
Sep-23,Employee,Newcastle Light Rail,15
Sep-23,Free Travel,Newcastle Light Rail,9
Sep-23,Adult,Newcastle Light Rail,558
Sep-23,CTP,Newcastle Light Rail,1083
Sep-23,Child/Youth,Newcastle Light Rail,156
Sep-23,Concession,Newcastle Light Rail,51
Sep-23,Sgl Trip LR Adult,Newcastle Light Rail,2
Sep-23,Free Travel,Newcastle Light Rail,19
Sep-23,Employee,Newcastle Light Rail,19
Sep-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,5
Sep-23,Senior/Pensioner,Newcastle Light Rail,736
Sep-23,Concession,Newcastle Light Rail,74
Sep-23,Child/Youth,Newcastle Light Rail,311
Sep-23,CTP,Newcastle Light Rail,1167
Sep-23,Adult,Newcastle Light Rail,928
Sep-23,Employee,Newcastle Light Rail,22
Sep-23,Free Travel,Newcastle Light Rail,20
Sep-23,Sgl Trip LR Adult,Newcastle Light Rail,1
Sep-23,School Student,Newcastle Light Rail,64
Sep-23,Senior/Pensioner,Newcastle Light Rail,682
Sep-23,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
Sep-23,Adult,Newcastle Light Rail,779
Sep-23,CTP,Newcastle Light Rail,1028
Sep-23,Child/Youth,Newcastle Light Rail,129
Sep-23,Concession,Newcastle Light Rail,244
Oct-23,Sgl Trip LR Adult,Dulwich Hill Line,46
Oct-23,Free Travel,Dulwich Hill Line,15
Oct-23,Employee,Dulwich Hill Line,57
Oct-23,Sgl Trip LR Child/Youth,Dulwich Hill Line,15
Oct-23,Senior/Pensioner,Dulwich Hill Line,3185
Oct-23,Concession,Dulwich Hill Line,291
Oct-23,Child/Youth,Dulwich Hill Line,1268
Oct-23,CTP,Dulwich Hill Line,6339
Oct-23,Adult,Dulwich Hill Line,7122
Oct-23,Senior/Pensioner,Dulwich Hill Line,3189
Oct-23,Sgl Trip LR Child/Youth,Dulwich Hill Line,2
Oct-23,Employee,Dulwich Hill Line,49
Oct-23,Free Travel,Dulwich Hill Line,19
Oct-23,School Student,Dulwich Hill Line,487
Oct-23,Sgl Trip LR Adult,Dulwich Hill Line,11
Oct-23,Adult,Dulwich Hill Line,7537
Oct-23,CTP,Dulwich Hill Line,6561
Oct-23,Child/Youth,Dulwich Hill Line,287
Oct-23,Day Pass without SAF,Dulwich Hill Line,1
Oct-23,Concession,Dulwich Hill Line,515
Oct-23,Senior/Pensioner,Dulwich Hill Line,3437
Oct-23,Sgl Trip LR Child/Youth,Dulwich Hill Line,3
Oct-23,Employee,Dulwich Hill Line,45
Oct-23,Free Travel,Dulwich Hill Line,19
Oct-23,School Student,Dulwich Hill Line,547
Oct-23,Sgl Trip LR Adult,Dulwich Hill Line,21
Oct-23,Adult,Dulwich Hill Line,7574
Oct-23,Concession,Dulwich Hill Line,431
Oct-23,CTP,Dulwich Hill Line,6883
Oct-23,Child/Youth,Dulwich Hill Line,1383
Oct-23,Child/Youth,Dulwich Hill Line,332
Oct-23,CTP,Dulwich Hill Line,7682
Oct-23,Concession,Dulwich Hill Line,484
Oct-23,Adult,Dulwich Hill Line,8564
Oct-23,Sgl Trip LR Adult,Dulwich Hill Line,53
Oct-23,Free Travel,Dulwich Hill Line,11
Oct-23,Employee,Dulwich Hill Line,54
Oct-23,Sgl Trip LR Child/Youth,Dulwich Hill Line,18
Oct-23,Senior/Pensioner,Dulwich Hill Line,3372
Oct-23,Senior/Pensioner,Dulwich Hill Line,3494
Oct-23,Sgl Trip LR Child/Youth,Dulwich Hill Line,6
Oct-23,Employee,Dulwich Hill Line,61
Oct-23,Free Travel,Dulwich Hill Line,15
Oct-23,Sgl Trip LR Adult,Dulwich Hill Line,19
Oct-23,Adult,Dulwich Hill Line,7586
Oct-23,CTP,Dulwich Hill Line,6598
Oct-23,Child/Youth,Dulwich Hill Line,829
Oct-23,Concession,Dulwich Hill Line,335
Oct-23,Senior/Pensioner,Dulwich Hill Line,3961
Oct-23,Sgl Trip LR Child/Youth,Dulwich Hill Line,10
Oct-23,Employee,Dulwich Hill Line,65
Oct-23,Free Travel,Dulwich Hill Line,23
Oct-23,School Student,Dulwich Hill Line,482
Oct-23,Sgl Trip LR Adult,Dulwich Hill Line,34
Oct-23,Adult,Dulwich Hill Line,8711
Oct-23,CTP,Dulwich Hill Line,8163
Oct-23,Child/Youth,Dulwich Hill Line,430
Oct-23,Concession,Dulwich Hill Line,723
Oct-23,Senior/Pensioner,Dulwich Hill Line,3101
Oct-23,Sgl Trip LR Child/Youth,Dulwich Hill Line,2
Oct-23,Employee,Dulwich Hill Line,34
Oct-23,Free Travel,Dulwich Hill Line,9
Oct-23,School Student,Dulwich Hill Line,467
Oct-23,Sgl Trip LR Adult,Dulwich Hill Line,39
Oct-23,Adult,Dulwich Hill Line,7190
Oct-23,Senior/Pensioner,Dulwich Hill Line,4391
Oct-23,Sgl Trip LR Child/Youth,Dulwich Hill Line,14
Oct-23,CTP,Dulwich Hill Line,6375
Oct-23,Employee,Dulwich Hill Line,106
Oct-23,Free Travel,Dulwich Hill Line,38
Oct-23,Child/Youth,Dulwich Hill Line,278
Oct-23,Sgl Trip LR Adult,Dulwich Hill Line,29
Oct-23,Concession,Dulwich Hill Line,456
Oct-23,Adult,Dulwich Hill Line,10674
Oct-23,CTP,Dulwich Hill Line,9451
Oct-23,Child/Youth,Dulwich Hill Line,1256
Oct-23,Concession,Dulwich Hill Line,588
Oct-23,Senior/Pensioner,Dulwich Hill Line,5019
Oct-23,Sgl Trip LR Child/Youth,Dulwich Hill Line,5
Oct-23,Employee,Dulwich Hill Line,88
Oct-23,Free Travel,Dulwich Hill Line,29
Oct-23,School Student,Dulwich Hill Line,473
Oct-23,Sgl Trip LR Adult,Dulwich Hill Line,19
Oct-23,Adult,Dulwich Hill Line,8502
Oct-23,CTP,Dulwich Hill Line,7638
Oct-23,Child/Youth,Dulwich Hill Line,470
Oct-23,Concession,Dulwich Hill Line,719
Oct-23,Senior/Pensioner,Dulwich Hill Line,3084
Oct-23,Sgl Trip LR Child/Youth,Dulwich Hill Line,3
Oct-23,Employee,Dulwich Hill Line,43
Oct-23,Free Travel,Dulwich Hill Line,18
Oct-23,School Student,Dulwich Hill Line,481
Oct-23,Sgl Trip LR Adult,Dulwich Hill Line,35
Oct-23,Adult,Dulwich Hill Line,7006
Oct-23,CTP,Dulwich Hill Line,6058
Oct-23,Child/Youth,Dulwich Hill Line,427
Oct-23,Concession,Dulwich Hill Line,418
Oct-23,Senior/Pensioner,Dulwich Hill Line,3252
Oct-23,Sgl Trip LR Child/Youth,Dulwich Hill Line,12
Oct-23,Employee,Dulwich Hill Line,65
Oct-23,Free Travel,Dulwich Hill Line,15
Oct-23,Sgl Trip LR Adult,Dulwich Hill Line,16
Oct-23,Adult,Dulwich Hill Line,7291
Oct-23,CTP,Dulwich Hill Line,6071
Oct-23,Child/Youth,Dulwich Hill Line,1021
Oct-23,Concession,Dulwich Hill Line,387
Oct-23,Concession,Dulwich Hill Line,562
Oct-23,Child/Youth,Dulwich Hill Line,1685
Oct-23,CTP,Dulwich Hill Line,7735
Oct-23,Adult,Dulwich Hill Line,8744
Oct-23,Sgl Trip LR Adult,Dulwich Hill Line,19
Oct-23,Free Travel,Dulwich Hill Line,27
Oct-23,Employee,Dulwich Hill Line,67
Oct-23,Sgl Trip LR Child/Youth,Dulwich Hill Line,24
Oct-23,Senior/Pensioner,Dulwich Hill Line,3670
Oct-23,Senior/Pensioner,Dulwich Hill Line,3308
Oct-23,Sgl Trip LR Child/Youth,Dulwich Hill Line,15
Oct-23,Employee,Dulwich Hill Line,64
Oct-23,Senior/Pensioner,Dulwich Hill Line,3076
Oct-23,Free Travel,Dulwich Hill Line,15
Oct-23,Sgl Trip LR Child/Youth,Dulwich Hill Line,7
Oct-23,Sgl Trip LR Adult,Dulwich Hill Line,30
Oct-23,Employee,Dulwich Hill Line,38
Oct-23,Adult,Dulwich Hill Line,8113
Oct-23,Free Travel,Dulwich Hill Line,16
Oct-23,School Student,Dulwich Hill Line,471
Oct-23,Sgl Trip LR Adult,Dulwich Hill Line,13
Oct-23,CTP,Dulwich Hill Line,8029
Oct-23,Child/Youth,Dulwich Hill Line,1059
Oct-23,Adult,Dulwich Hill Line,7251
Oct-23,Day Pass without SAF,Dulwich Hill Line,2
Oct-23,Concession,Dulwich Hill Line,574
Oct-23,CTP,Dulwich Hill Line,6572
Oct-23,Concession,Dulwich Hill Line,508
Oct-23,Child/Youth,Dulwich Hill Line,360
Oct-23,Concession,Dulwich Hill Line,504
Oct-23,Child/Youth,Dulwich Hill Line,1140
Oct-23,Senior/Pensioner,Dulwich Hill Line,3408
Oct-23,CTP,Dulwich Hill Line,7029
Oct-23,Sgl Trip LR Child/Youth,Dulwich Hill Line,22
Oct-23,Adult,Dulwich Hill Line,8087
Oct-23,Employee,Dulwich Hill Line,63
Oct-23,Free Travel,Dulwich Hill Line,24
Oct-23,Sgl Trip LR Adult,Dulwich Hill Line,52
Oct-23,Sgl Trip LR Adult,Dulwich Hill Line,32
Oct-23,Free Travel,Dulwich Hill Line,13
Oct-23,Adult,Dulwich Hill Line,8503
Oct-23,Employee,Dulwich Hill Line,49
Oct-23,Sgl Trip LR Child/Youth,Dulwich Hill Line,37
Oct-23,CTP,Dulwich Hill Line,8084
Oct-23,Senior/Pensioner,Dulwich Hill Line,3057
Oct-23,Child/Youth,Dulwich Hill Line,948
Oct-23,Concession,Dulwich Hill Line,511
Oct-23,Senior/Pensioner,Dulwich Hill Line,3710
Oct-23,Sgl Trip LR Child/Youth,Dulwich Hill Line,2
Oct-23,Employee,Dulwich Hill Line,57
Oct-23,Free Travel,Dulwich Hill Line,15
Oct-23,School Student,Dulwich Hill Line,507
Oct-23,Sgl Trip LR Adult,Dulwich Hill Line,25
Oct-23,Adult,Dulwich Hill Line,8518
Oct-23,CTP,Dulwich Hill Line,7937
Oct-23,Child/Youth,Dulwich Hill Line,597
Oct-23,Concession,Dulwich Hill Line,605
Oct-23,Concession,Dulwich Hill Line,517
Oct-23,Child/Youth,Dulwich Hill Line,1678
Oct-23,CTP,Dulwich Hill Line,7901
Oct-23,Adult,Dulwich Hill Line,8971
Oct-23,Sgl Trip LR Adult,Dulwich Hill Line,33
Oct-23,Free Travel,Dulwich Hill Line,26
Oct-23,Employee,Dulwich Hill Line,83
Oct-23,Sgl Trip LR Child/Youth,Dulwich Hill Line,31
Oct-23,Senior/Pensioner,Dulwich Hill Line,3613
Oct-23,Senior/Pensioner,Dulwich Hill Line,3962
Oct-23,Sgl Trip LR Child/Youth,Dulwich Hill Line,2
Oct-23,Employee,Dulwich Hill Line,51
Oct-23,Free Travel,Dulwich Hill Line,17
Oct-23,School Student,Dulwich Hill Line,529
Oct-23,Sgl Trip LR Adult,Dulwich Hill Line,10
Oct-23,Adult,Dulwich Hill Line,8320
Oct-23,CTP,Dulwich Hill Line,7633
Oct-23,Child/Youth,Dulwich Hill Line,397
Oct-23,Concession,Dulwich Hill Line,606
Oct-23,Senior/Pensioner,Dulwich Hill Line,3684
Oct-23,Sgl Trip LR Child/Youth,Dulwich Hill Line,12
Oct-23,Employee,Dulwich Hill Line,61
Oct-23,Free Travel,Dulwich Hill Line,22
Oct-23,School Student,Dulwich Hill Line,528
Oct-23,Sgl Trip LR Adult,Dulwich Hill Line,41
Oct-23,Adult,Dulwich Hill Line,8344
Oct-23,CTP,Dulwich Hill Line,7488
Oct-23,Child/Youth,Dulwich Hill Line,618
Oct-23,Day Pass without SAF,Dulwich Hill Line,2
Oct-23,Concession,Dulwich Hill Line,526
Oct-23,Senior/Pensioner,Dulwich Hill Line,3764
Oct-23,Sgl Trip LR Child/Youth,Dulwich Hill Line,6
Oct-23,Employee,Dulwich Hill Line,64
Oct-23,Free Travel,Dulwich Hill Line,27
Oct-23,School Student,Dulwich Hill Line,456
Oct-23,Sgl Trip LR Adult,Dulwich Hill Line,44
Oct-23,Adult,Dulwich Hill Line,9012
Oct-23,CTP,Dulwich Hill Line,8704
Oct-23,Child/Youth,Dulwich Hill Line,480
Oct-23,Concession,Dulwich Hill Line,647
Oct-23,Senior/Pensioner,Dulwich Hill Line,4059
Oct-23,Sgl Trip LR Child/Youth,Dulwich Hill Line,7
Oct-23,Employee,Dulwich Hill Line,61
Oct-23,Free Travel,Dulwich Hill Line,28
Oct-23,School Student,Dulwich Hill Line,603
Oct-23,Sgl Trip LR Adult,Dulwich Hill Line,23
Oct-23,Adult,Dulwich Hill Line,8131
Oct-23,CTP,Dulwich Hill Line,7307
Oct-23,Child/Youth,Dulwich Hill Line,522
Oct-23,Concession,Dulwich Hill Line,543
Oct-23,Senior/Pensioner,Dulwich Hill Line,3566
Oct-23,Sgl Trip LR Child/Youth,Dulwich Hill Line,14
Oct-23,Employee,Dulwich Hill Line,85
Oct-23,Free Travel,Dulwich Hill Line,21
Oct-23,School Student,Dulwich Hill Line,442
Oct-23,Sgl Trip LR Adult,Dulwich Hill Line,27
Oct-23,Adult,Dulwich Hill Line,8581
Oct-23,CTP,Dulwich Hill Line,7663
Oct-23,Child/Youth,Dulwich Hill Line,592
Oct-23,Concession,Dulwich Hill Line,621
Oct-23,Senior/Pensioner,Dulwich Hill Line,3110
Oct-23,Sgl Trip LR Child/Youth,Dulwich Hill Line,5
Oct-23,Employee,Dulwich Hill Line,26
Oct-23,Free Travel,Dulwich Hill Line,18
Oct-23,School Student,Dulwich Hill Line,404
Oct-23,Sgl Trip LR Adult,Dulwich Hill Line,13
Oct-23,Adult,Dulwich Hill Line,7001
Oct-23,CTP,Dulwich Hill Line,5961
Oct-23,Child/Youth,Dulwich Hill Line,473
Oct-23,Senior/Pensioner,Dulwich Hill Line,3490
Oct-23,Concession,Dulwich Hill Line,419
Oct-23,Sgl Trip LR Child/Youth,Dulwich Hill Line,13
Oct-23,Employee,Dulwich Hill Line,67
Oct-23,Free Travel,Dulwich Hill Line,14
Oct-23,Sgl Trip LR Adult,Dulwich Hill Line,36
Oct-23,Adult,Dulwich Hill Line,7590
Oct-23,CTP,Dulwich Hill Line,6612
Oct-23,Child/Youth,Dulwich Hill Line,896
Oct-23,Day Pass without SAF,Dulwich Hill Line,2
Oct-23,Concession,Dulwich Hill Line,505
Oct-23,Senior/Pensioner,Dulwich Hill Line,3572
Oct-23,Sgl Trip LR Child/Youth,Dulwich Hill Line,39
Oct-23,Senior/Pensioner,Dulwich Hill Line,3162
Oct-23,Employee,Dulwich Hill Line,58
Oct-23,Free Travel,Dulwich Hill Line,26
Oct-23,Sgl Trip LR Child/Youth,Dulwich Hill Line,4
Oct-23,Sgl Trip LR Adult,Dulwich Hill Line,51
Oct-23,Adult,Dulwich Hill Line,8683
Oct-23,Employee,Dulwich Hill Line,55
Oct-23,CTP,Dulwich Hill Line,7702
Oct-23,Free Travel,Dulwich Hill Line,11
Oct-23,Child/Youth,Dulwich Hill Line,1367
Oct-23,School Student,Dulwich Hill Line,471
Oct-23,Sgl Trip LR Adult,Dulwich Hill Line,29
Oct-23,Concession,Dulwich Hill Line,503
Oct-23,Adult,Dulwich Hill Line,8131
Oct-23,CTP,Dulwich Hill Line,7676
Oct-23,Child/Youth,Dulwich Hill Line,321
Oct-23,Concession,Dulwich Hill Line,492
Oct-23,Senior/Pensioner,Dulwich Hill Line,4349
Oct-23,Sgl Trip LR Child/Youth,Dulwich Hill Line,20
Oct-23,Employee,Dulwich Hill Line,83
Oct-23,Free Travel,Dulwich Hill Line,14
Oct-23,Sgl Trip LR Adult,Dulwich Hill Line,27
Oct-23,Adult,Dulwich Hill Line,9382
Oct-23,CTP,Dulwich Hill Line,8165
Oct-23,Child/Youth,Dulwich Hill Line,1251
Oct-23,Concession,Dulwich Hill Line,484
Oct-23,Senior/Pensioner,Dulwich Hill Line,3263
Oct-23,Sgl Trip LR Child/Youth,Dulwich Hill Line,2
Oct-23,Employee,Dulwich Hill Line,82
Oct-23,Free Travel,Dulwich Hill Line,18
Oct-23,School Student,Dulwich Hill Line,483
Oct-23,Sgl Trip LR Adult,Dulwich Hill Line,20
Oct-23,Adult,Dulwich Hill Line,8099
Oct-23,CTP,Dulwich Hill Line,7813
Oct-23,Child/Youth,Dulwich Hill Line,243
Oct-23,Concession,Dulwich Hill Line,507
Oct-23,Senior/Pensioner,Dulwich Hill Line,3221
Oct-23,Sgl Trip LR Child/Youth,Dulwich Hill Line,6
Oct-23,Employee,Dulwich Hill Line,64
Oct-23,Free Travel,Dulwich Hill Line,27
Oct-23,School Student,Dulwich Hill Line,454
Oct-23,Sgl Trip LR Adult,Dulwich Hill Line,18
Oct-23,Adult,Dulwich Hill Line,8611
Oct-23,CTP,Dulwich Hill Line,7798
Oct-23,Day Pass without SAF,Dulwich Hill Line,1
Oct-23,Child/Youth,Dulwich Hill Line,463
Oct-23,Concession,Dulwich Hill Line,517
Oct-23,Day Pass without SAF,Dulwich Hill Line,2
Oct-23,Concession,Dulwich Hill Line,619
Oct-23,Child/Youth,Dulwich Hill Line,1650
Oct-23,CTP,Dulwich Hill Line,7163
Oct-23,Adult,Dulwich Hill Line,8467
Oct-23,Sgl Trip LR Adult,Dulwich Hill Line,34
Oct-23,Free Travel,Dulwich Hill Line,30
Oct-23,Employee,Dulwich Hill Line,68
Oct-23,Sgl Trip LR Child/Youth,Dulwich Hill Line,23
Oct-23,Senior/Pensioner,Dulwich Hill Line,3814
Oct-23,Day Pass without SAF,Randwick Line,3
Oct-23,Sgl Trip LR Adult,Randwick Line,81
Oct-23,Senior/Pensioner,Randwick Line,2814
Oct-23,Employee,Randwick Line,90
Oct-23,Sgl Trip LR Child/Youth,Randwick Line,34
Oct-23,Free Travel,Randwick Line,15
Oct-23,Concession,Randwick Line,968
Oct-23,Child/Youth,Randwick Line,1855
Oct-23,CTP,Randwick Line,12361
Oct-23,Adult,Randwick Line,11789
Oct-23,Free Travel,Randwick Line,38
Oct-23,Senior/Pensioner,Randwick Line,4178
Oct-23,Sgl Trip LR Child/Youth,Randwick Line,13
Oct-23,Employee,Randwick Line,105
Oct-23,School Student,Randwick Line,465
Oct-23,Sgl Trip LR Adult,Randwick Line,27
Oct-23,Adult,Randwick Line,17120
Oct-23,CTP,Randwick Line,18457
Oct-23,Child/Youth,Randwick Line,511
Oct-23,Concession,Randwick Line,5688
Oct-23,Free Travel,Randwick Line,28
Oct-23,Senior/Pensioner,Randwick Line,4125
Oct-23,Sgl Trip LR Child/Youth,Randwick Line,13
Oct-23,Employee,Randwick Line,111
Oct-23,School Student,Randwick Line,468
Oct-23,Day Pass without SAF,Randwick Line,2
Oct-23,Sgl Trip LR Adult,Randwick Line,56
Oct-23,Adult,Randwick Line,17301
Oct-23,Concession,Randwick Line,1279
Oct-23,CTP,Randwick Line,20254
Oct-23,Child/Youth,Randwick Line,1791
Oct-23,Child/Youth,Randwick Line,472
Oct-23,CTP,Randwick Line,15260
Oct-23,Concession,Randwick Line,4942
Oct-23,Adult,Randwick Line,12784
Oct-23,Sgl Trip LR Adult,Randwick Line,82
